SN.,Roll No,Batch / Term Code,Course Code,Course,Credit,Grade,SPI,CPI
1394,Student 37,Semester 2,DES130,Introduction to Engineering Design,4,C,7.2,7.8
1395,Student 37,Semester 6,HSS220*,IT & Governance,4,B,8.5,7.46
1396,Student 37,Semester 1,CSE101,Introduction to Programming,4,A,8.4,8.4
1397,Student 37,Semester 8,HSS398,Independent Study,4,A,8.11,7.58
1398,Student 37,Semester 2,HSS203*,Introduction to the study of Literature,4,B,7.2,7.8
1399,Student 37,Semester 5,ENT401,Entrepreneurship as a Career,2,B-,7.22,7.29
1400,Student 37,Semester 4,CSE222,Analysis and Design of Algorithms,4,D,6.8,7.3
1401,Student 37,Semester 4,CSE202,Fundamentals of Database Systems,4,C,6.8,7.3
1402,Student 37,Semester 5,CSE999A,Distance Course in CSE,2,S,7.22,7.29
1403,Student 37,Semester 3,CSE201,Advanced Programming,4,B-,6.8,7.47
1404,Student 37,Semester 3,CSE231,Operating Systems ,4,C,6.8,7.47
1405,Student 37,Semester 8,CSE352,Security Engineering,4,B-,8.11,7.58
1406,Student 37,Semester 6,CSE499,BTech Project,4,A,8.5,7.46
1407,Student 37,Semester 8,CSE999A,Distance Course in CSE,2,S,8.11,7.58
1408,Student 37,Semester 1,CSE131,System Management,4,B,8.4,8.4
1409,Student 37,Semester 1,CSE111,Digital Circuits,4,C,8.4,8.4
1410,Student 37,Semester 6,CSE633,Robotics,4,B,8.5,7.46
1411,Student 37,Semester 2,CSE102,Data Structures and Algorithms,4,B,7.2,7.8
1412,Student 37,Semester 5,CSE301,Compilers,4,D,7.22,7.29
1413,Student 37,Semester 8,CSE524,Theory of Modern Cryptography,4,A-,8.11,7.58
1414,Student 38,Semester 5,CSE632,Semantic Web,4,C,6.8,6.39
1415,Student 38,Semester 6,CSE999B,Distance Course in CSE,1,X,7.2,6.54
1416,Student 38,Semester 2,DES130,Introduction to Engineering Design,4,B-,5.8,6.3
1417,Student 38,Semester 2,CSE112,Computer Organisation,4,D,5.8,6.3
1418,Student 38,Semester 2,MTH201,Probability and Statistics ,4,C-,5.8,6.3
1419,Student 38,Semester 5,HSS210*,History of Indian National Movement,4,B-,6.8,6.39
1420,Student 38,Semester 2,CSE102,Data Structures and Algorithms,4,C,5.8,6.3
1421,Student 38,Semester 4,BIO400,Foundations of Biology-II,4,B-,5.8,6.28
1422,Student 38,Semester 6,CSE524,Theory of Modern Cryptography,4,B-,7.2,6.54
1423,Student 38,Semester 6,DES302,Animations and Graphics,4,A-,7.2,6.54
1424,Student 38,Semester 3,ECO301,Introduction to Economic Analysis,4,F,5.0,6.14
1425,Student 38,Semester 6,FIN401,Foundations of Finance ,4,B,7.2,6.54
1426,Student 38,Semester 6,CSE222,Analysis and Design of Algorithms,4,C,7.2,6.54
1427,Student 38,Semester 6,CSE501,Designing Human-Centered Systems,4,C,7.2,6.54
1428,Student 38,Semester 4,CSE222,Analysis and Design of Algorithms,4,F,5.8,6.28
1429,Student 38,Semester 4,ESC205A,Environmental Sciences,2,B,5.8,6.28
1430,Student 38,Summer Term 3,ENT403,Starting a Venture,4,A-,9.0,6.62
1431,Student 38,Semester 4,COM301A,Technical Communication,2,B,5.8,6.28
1432,Student 38,Semester 5,CSE340*,Image Analysis ,4,C,6.8,6.39
1433,Student 38,Semester 8,CSE565,Software Defined Networking,4,C-,7.2,6.84
1434,Student 38,Semester 4,CSE232,Computer Networks,4,C-,5.8,6.28
1435,Student 38,Semester 8,CSE499A,BTech Project,8,A,7.2,6.84
1436,Student 38,Semester 4,CSE202,Fundamentals of Database Systems,4,B-,5.8,6.28
1437,Student 38,Semester 7,HSS221*,Many Delhis: The Politics of Identity and Difference,4,B,7.2,6.71
1438,Student 38,Semester 7,CSE345,Foundations of Computer Security,4,C,7.2,6.71
1439,Student 38,Semester 8,CSE609,Statistical Computation,4,C-,7.2,6.84
1440,Student 38,Semester 7,CSE499,BTech Project,4,A,7.2,6.71
1441,Student 38,Semester 5,CSE535,Mobile Computing,4,C,6.8,6.39
1442,Student 38,Semester 5,CSE399,Independent Project,4,A-,6.8,6.39
1443,Student 38,Semester 3,MTH203,Maths III,4,C,5.0,6.14
1444,Student 38,Semester 1,CSE131,System Management,4,B-,6.8,6.8
1445,Student 38,Semester 7,FIN402,Valuation and Portfolio Management,4,B-,7.2,6.71
1446,Student 38,Semester 7,CSE506,Data Mining,4,C-,7.2,6.71
1447,Student 38,Semester 1,CSE111,Digital Circuits,4,C,6.8,6.8
1448,Student 38,Semester 3,CSE231,Operating Systems ,4,C,5.0,6.14
1449,Student 38,Semester 1,CSE101,Introduction to Programming,4,C,6.8,6.8
1450,Student 38,Semester 1,COM101,Communication Skills,4,B-,6.8,6.8
1451,Student 38,Semester 1,MTH100,Maths I,4,B,6.8,6.8
1452,Student 38,Semester 3,CSE121,Discrete Mathematics,4,C,5.0,6.14
1453,Student 38,Semester 3,CSE201,Advanced Programming,4,C-,5.0,6.14
1454,Student 38,Semester 2,HSS208*,Theory and Practice of Engineering Ethics,4,B-,5.8,6.3
1455,Student 38,Semester 8,BIO506,Stochastic Simulations in System Biology and Biophysics,4,C,7.2,6.84
1456,Student 38,Semester 6,CSE999B2,Distance Course in CSE,1,S,7.2,6.54
1457,Student 39,Semester 2,CSE102,Data Structures and Algorithms,4,C,5.0,6.67
1458,Student 39,Semester 2,MTH201,Probability and Statistics ,4,F,5.0,6.67
1459,Student 39,Semester 4,CSE222,Analysis and Design of Algorithms,4,D,6.8,6.74
1460,Student 39,Semester 5,CSE535,Mobile Computing,4,C,7.8,6.96
1461,Student 39,Semester 7,CSE499,BTech Project,4,A-,8.0,7.12
1462,Student 39,Summer Term 3,CSE511,Computer Architecture,4,W,8.0,6.98
1463,Student 39,Semester 3,CSE231,Operating Systems ,4,D,6.8,6.71
1464,Student 39,Semester 4,COM301A,Technical Communication,2,A,6.8,6.74
1465,Student 39,Semester 2,CSE112,Computer Organisation,4,D,5.0,6.67
1466,Student 39,Semester 5,HSS211*,Theatre Appreciation,4,A-,7.8,6.96
1467,Student 39,Semester 7,BIO303*,Introduction to Mathematical Biology,4,A-,8.0,7.12
1468,Student 39,Semester 1,CSE111,Digital Circuits,4,B-,7.4,7.4
1469,Student 39,Semester 6,PHY303,Opto-Electronics,4,W,6.89,6.95
1470,Student 39,Semester 5,CSE350,Network Security,4,B-,7.8,6.96
1471,Student 39,Semester 3,CSE121,Discrete Mathematics,4,B-,6.8,6.71
1472,Student 39,Semester 8,CSE508,Information Retrieval,4,C-,7.4,7.24
1473,Student 39,Semester 4,CSE232,Computer Networks,4,C,6.8,6.74
1474,Student 39,Semester 8,HSS226A*,Indian Poetry Through The Ages,2,A-,7.4,7.24
1475,Student 39,Semester 7,FIN402,Valuation and Portfolio Management,4,C,8.0,7.12
1476,Student 39,Semester 8,HSS203A*,Introduction to Study of Literature,2,A-,7.4,7.24
1477,Student 39,Semester 2,DES130,Introduction to Engineering Design,4,C-,5.0,6.67
1478,Student 39,Semester 1,CSE101,Introduction to Programming,4,B-,7.4,7.4
1479,Student 39,Semester 6,DES302,Animations and Graphics,4,B,6.89,6.95
1480,Student 39,Semester 3,CSE201,Advanced Programming,4,C,6.8,6.71
1481,Student 39,Semester 8,CSE499,BTech Project,4,C,7.4,7.24
1482,Student 39,Semester 7,CSE506,Data Mining,4,B-,8.0,7.12
1483,Student 39,Semester 6,HSS223A*,Introduction to Poetry,2,A,6.89,6.95
1484,Student 39,Semester 4,BIO400,Foundations of Biology-II,4,B-,6.8,6.74
1485,Student 39,Semester 4,CSE202,Fundamentals of Database Systems,4,B-,6.8,6.74
1486,Student 39,Semester 7,ENT401,Entrepreneurship as a Career,2,A,8.0,7.12
1487,Student 39,Semester 3,HSS215*,Cultural Anthropology,4,B,6.8,6.71
1488,Student 39,Semester 3,ESC205,Environmental Sciences,4,A-,6.8,6.71
1489,Student 39,Semester 6,FIN401,Foundations of Finance ,4,C-,6.89,6.95
1490,Student 39,Summer Term 3,CSE399,Independent Project,4,B,8.0,6.98
1491,Student 39,Semester 8,BIO506,Stochastic Simulations in System Biology and Biophysics,4,B,7.4,7.24
1492,Student 39,Semester 5,CSE300,Software Engineering ,4,B,7.8,6.96
1493,Student 39,Semester 2,HSS212*,Critical Thinking,4,B,5.0,6.67
1494,Student 39,Semester 6,CSE524,Theory of Modern Cryptography,4,B-,6.89,6.95
1495,Student 39,Semester 8,CSE651,Topics in Adaptive Cybersecurity,4,A-,7.4,7.24
1496,Student 39,Semester 1,MTH100,Maths I,4,B,7.4,7.4
1497,Student 39,Semester 4,BIO200,Introduction to Biology and its Quantitative Modeling,2,A,6.8,6.74
1498,Student 39,Semester 1,CSE131,System Management,4,B-,7.4,7.4
1499,Student 39,Semester 5,CSE345,Foundations of Computer Security,4,A-,7.8,6.96
1500,Student 39,Semester 1,COM101,Communication Skills,4,B,7.4,7.4
1501,Student 39,Semester 6,MTH201,Probability and Statistics ,4,C,6.89,6.95
1502,Student 40,Semester 5,CSE399,Independent Project,4,B,8.2,7.26
1503,Student 40,Semester 3,CSE231,Operating Systems ,4,B,6.8,7.07
1504,Student 40,Semester 4,CSE232,Computer Networks,4,A,6.9,7.03
1505,Student 40,Semester 7,BIO372,Digital Health 101,2,W,9.0,7.69
1506,Student 40,Semester 4,CSE222,Analysis and Design of Algorithms,4,D,6.9,7.03
1507,Student 40,Semester 6,CSE530,Distributed Systems,4,A-,8.75,7.47
1508,Student 40,Semester 7,HSS222*,Philosophy of Literature,4,A-,9.0,7.69
1509,Student 40,Semester 7,CSE555,Introduction To Spatial Computing,4,A-,9.0,7.69
1510,Student 40,Semester 3,CSE201,Advanced Programming,4,C-,6.8,7.07
1511,Student 40,Semester 8,CSE524,Theory of Modern Cryptography,4,A-,8.75,7.8
1512,Student 40,Semester 5,PHY301,Physics,4,B,8.2,7.26
1513,Student 40,Semester 3,HSS211*,Theatre Appreciation,4,B-,6.8,7.07
1514,Student 40,Semester 4,CSE202,Fundamentals of Database Systems,4,B-,6.9,7.03
1515,Student 40,Semester 3,CSE121,Discrete Mathematics,4,B-,6.8,7.07
1516,Student 40,Semester 7,BIO303*,Introduction to Mathematical Biology,4,A,9.0,7.69
1517,Student 40,Semester 1,CSE131,System Management,4,C,6.4,6.4
1518,Student 40,Semester 6,MTH303,Graph Theory,4,W,8.75,7.47
1519,Student 40,Semester 2,MTH201,Probability and Statistics ,4,B,8.0,7.2
1520,Student 40,Semester 6,HSS205*,Introduction to Sociology,4,A,8.75,7.47
1521,Student 40,Semester 5,CSE535,Mobile Computing,4,B,8.2,7.26
1522,Student 40,Semester 1,CSE111,Digital Circuits,4,C,6.4,6.4
1523,Student 40,Semester 5,CSE350,Network Security,4,B-,8.2,7.26
1524,Student 40,Semester 7,CSE499,BTech Project,4,B,9.0,7.69
1525,Student 40,Semester 1,CSE101,Introduction to Programming,4,C,6.4,6.4
1526,Student 40,Semester 8,CSE499,BTech Project,4,A,8.75,7.8
1527,Student 40,Semester 8,CSE508,Information Retrieval,4,B,8.75,7.8
1528,Student 40,Semester 1,MTH100,Maths I,4,C-,6.4,6.4
1529,Student 40,Semester 2,CSE102,Data Structures and Algorithms,4,A-,8.0,7.2
1530,Student 40,Semester 9,BIO562,Stochastic Simulation and Systems Biology,4,A-,9.0,8.04
1531,Student 40,Semester 6,PHY303,Opto-Electronics,4,B-,8.75,7.47
1532,Student 40,Semester 5,HSS212*,Critical Thinking,4,A,8.2,7.26
1533,Student 40,Semester 3,BIO304,Bio Physics,4,B-,6.8,7.07
1534,Student 40,Semester 2,CSE112,Computer Organisation,4,B,8.0,7.2
1535,Student 40,Semester 4,MTH502*,Number Theory,4,C,6.9,7.03
1536,Student 40,Semester 1,COM101,Communication Skills,4,A-,6.4,6.4
1537,Student 40,Semester 4,ESC205A,Environmental Sciences,2,B-,6.9,7.03
1538,Student 40,Semester 2,HSS101*,Technology and Society,4,B-,8.0,7.2
1539,Student 40,Semester 2,DES130,Introduction to Engineering Design,4,B,8.0,7.2
1540,Student 40,Semester 6,CSE507,Database System Implementation,4,A-,8.75,7.47
1541,Student 40,Semester 8,CSE399,Independent Project,4,B,8.75,7.8
1542,Student 40,Semester 7,CSE345,Foundations of Computer Security,4,A-,9.0,7.69
1543,Student 40,Semester 4,COM301A,Technical Communication,2,B,6.9,7.03
1544,Student 40,Semester 9,HSS202*,Perspectives on Knowledge,4,A-,9.0,8.04
1545,Student 41,Semester 4,COM301A,Technical Communication,2,C,5.3,5.97
1546,Student 41,Semester 4,CSE232,Computer Networks,4,B-,5.3,5.97
1547,Student 41,Semester 8,CSE222,Analysis and Design of Algorithms,4,C,5.88,6.19
1548,Student 41,Semester 8,FIN401,Foundations of Finance ,4,C-,5.88,6.19
1549,Student 41,Semester 6,PHY303,Opto-Electronics,4,C,6.6,6.24
1550,Student 41,Semester 5,CSE506,Data Mining,4,C,6.8,6.16
1551,Student 41,Semester 8,CSE508,Information Retrieval,4,D,5.88,6.19
1552,Student 41,Semester 3,CSE201,Advanced Programming,4,B,6.4,5.92
1553,Student 41,Summer Term 3,CSE999B,Distance Course in CSE,1,S,7.0,6.27
1554,Student 41,Semester 1,CSE111,Digital Circuits,4,C,5.2,6.0
1555,Student 41,Semester 2,HSS101*,Technology and Society,4,C,4.6,5.63
1556,Student 41,Semester 6,HSS216*,Positive Psychology,4,C,6.6,6.24
1557,Student 41,Semester 5,HSS204*,Introduction to Psychology,4,B,6.8,6.16
1558,Student 41,Semester 3,CSE121,Discrete Mathematics,4,D,6.4,5.92
1559,Student 41,Semester 5,CSE535,Mobile Computing,4,B,6.8,6.16
1560,Student 41,Semester 2,MTH201,Probability and Statistics ,4,C-,4.6,5.63
1561,Student 41,Semester 3,HSS202*,Perspectives on Knowledge,4,B-,6.4,5.92
1562,Student 41,Semester 4,CSE222,Analysis and Design of Algorithms,4,F,5.3,5.97
1563,Student 41,Semester 2,DES130,Introduction to Engineering Design,4,C,4.6,5.63
1564,Student 41,Semester 4,CSE202,Fundamentals of Database Systems,4,C,5.3,5.97
1565,Student 41,Semester 8,HSS226A*,Indian Poetry Through The Ages,2,A-,5.88,6.19
1566,Student 41,Semester 6,CSE501,Designing Human-Centered Systems,4,A-,6.6,6.24
1567,Student 41,Semester 3,ESC205,Environmental Sciences,4,B,6.4,5.92
1568,Student 41,Summer Term 3,ECE999B,Distance Course in ECE,1,S,7.0,6.27
1569,Student 41,Semester 1,MTH100,Maths I,4,C-,5.2,6.0
1570,Student 41,Semester 7,BIO303*,Introduction to Mathematical Biology,4,B-,6.0,6.23
1571,Student 41,Semester 7,FIN402,Valuation and Portfolio Management,4,C-,6.0,6.23
1572,Student 41,Semester 3,CSE231,Operating Systems ,4,C-,6.4,5.92
1573,Student 41,Semester 6,CSE102,Data Structures and Algorithms,4,D,6.6,6.24
1574,Student 41,Semester 1,CSE101,Introduction to Programming,4,F,5.2,6.0
1575,Student 41,Semester 2,CSE112,Computer Organisation,4,D,4.6,5.63
1576,Student 41,Semester 7,CSE345,Foundations of Computer Security,4,B-,6.0,6.23
1577,Student 41,Semester 5,CSE101,Introduction to Programming,4,C,6.8,6.16
1578,Student 41,Semester 6,ECE999A,Distance Course in ECE,2,S,6.6,6.24
1579,Student 41,Semester 7,MGT310,Effective Supply Chain Management for E-Commerce Businesses,4,B-,6.0,6.23
1580,Student 41,Semester 7,PHY301,Physics,4,D,6.0,6.23
1581,Student 41,Semester 6,CSE530,Distributed Systems,4,B,6.6,6.24
1582,Student 41,Summer Term 4,CSE999B,Distance Course in CSE,1,S,,
1583,Student 41,Semester 2,CSE102,Data Structures and Algorithms,4,F,4.6,5.63
1584,Student 41,Semester 5,CSE534,Advanced Networks,4,C,6.8,6.16
1585,Student 41,Semester 4,MTH502*,Number Theory,4,D,5.3,5.97
1586,Student 41,Semester 4,BIO200,Introduction to Biology and its Quantitative Modeling,2,A-,5.3,5.97
1587,Student 41,Semester 8,HSS203A*,Introduction to Study of Literature,2,B,5.88,6.19
1588,Student 41,Semester 1,CSE131,System Management,4,B-,5.2,6.0
1589,Student 41,Semester 1,COM101,Communication Skills,4,C,5.2,6.0
1590,Student 41,Summer Term 3,CSE511,Computer Architecture,4,B-,7.0,6.27
1591,Student 42,Semester 7,PHY301,Physics,4,C-,7.4,7.49
1592,Student 42,Semester 6,HSS220*,IT & Governance,4,A-,7.8,7.5
1593,Student 42,Semester 4,COM301A,Technical Communication,2,B-,6.63,7.39
1594,Student 42,Semester 6,CSE501,Designing Human-Centered Systems,4,B,7.8,7.5
1595,Student 42,Semester 7,CSE555,Introduction To Spatial Computing,4,B-,7.4,7.49
1596,Student 42,Semester 5,CSE399,Independent Project,4,A-,7.6,7.44
1597,Student 42,Semester 5,HSS204*,Introduction to Psychology,4,B-,7.6,7.44
1598,Student 42,Semester 1,CSE131,System Management,4,B-,8.4,8.4
1599,Student 42,Semester 6,CSE530,Distributed Systems,4,B,7.8,7.5
1600,Student 42,Semester 1,CSE111,Digital Circuits,4,B-,8.4,8.4
1601,Student 42,Semester 1,CSE101,Introduction to Programming,4,A,8.4,8.4
1602,Student 42,Semester 4,CSE222,Analysis and Design of Algorithms,4,D,6.63,7.39
1603,Student 42,Semester 3,CSE121,Discrete Mathematics,4,B-,7.2,7.6
1604,Student 42,Semester 1,COM101,Communication Skills,4,A-,8.4,8.4
1605,Student 42,Semester 3,CSE201,Advanced Programming,4,B,7.2,7.6
1606,Student 42,Semester 3,ECO301,Introduction to Economic Analysis,4,C-,7.2,7.6
1607,Student 42,Semester 1,MTH100,Maths I,4,A-,8.4,8.4
1608,Student 42,Semester 2,DES130,Introduction to Engineering Design,4,B-,7.2,7.8
1609,Student 42,Semester 2,CSE102,Data Structures and Algorithms,4,C,7.2,7.8
1610,Student 42,Semester 2,CSE112,Computer Organisation,4,B,7.2,7.8
1611,Student 42,Semester 2,HSS212*,Critical Thinking,4,B,7.2,7.8
1612,Student 42,Semester 3,CSE231,Operating Systems ,4,B-,7.2,7.6
1613,Student 42,Semester 2,MTH201,Probability and Statistics ,4,B-,7.2,7.8
1614,Student 42,Semester 5,CSE350,Network Security,4,B,7.6,7.44
1615,Student 42,Semester 5,CSE535,Mobile Computing,4,C,7.6,7.44
1616,Student 42,Semester 8,CSE499A,BTech Project,8,A-,7.6,7.59
1617,Student 42,Semester 4,CSE232,Computer Networks,4,B-,6.63,7.39
1618,Student 42,Semester 8,HSS228*,Introduction to Digital Anthroplogy,4,B,7.6,7.59
1619,Student 42,Semester 4,ESC205A,Environmental Sciences,2,B,6.63,7.39
1620,Student 42,Semester 8,CSE507,Database System Implementation,4,D,7.6,7.59
1621,Student 42,Semester 3,MTH203,Maths III,4,A-,7.2,7.6
1622,Student 42,Semester 6,FIN401,Foundations of Finance ,4,B-,7.8,7.5
1623,Student 42,Semester 4,MTH303,Graph Theory,4,W,6.63,7.39
1624,Student 42,Semester 4,CSE202,Fundamentals of Database Systems,4,B,6.63,7.39
1625,Student 42,Semester 8,CSE609,Statistical Computation,4,B,7.6,7.59
1626,Student 42,Semester 6,PHY303,Opto-Electronics,4,B-,7.8,7.5
1627,Student 42,Semester 5,CSE333,Computer Graphics,4,B,7.6,7.44
1628,Student 42,Semester 7,FIN402,Valuation and Portfolio Management,4,C,7.4,7.49
1629,Student 42,Semester 7,CSE499,BTech Project,4,A,7.4,7.49
1630,Student 42,Semester 7,CSE345,Foundations of Computer Security,4,A-,7.4,7.49
1631,Student 43,Semester 8,FIN401,Foundations of Finance ,4,B-,8.17,8.62
1632,Student 43,Semester 7,CSE399,Independent Project,4,B,7.4,8.62
1633,Student 43,Semester 8,MTH302,Algebra,4,B,8.17,8.62
1634,Student 43,Semester 5,CSE345,Foundations of Computer Security,4,A-,8.75,8.79
1635,Student 43,Semester 7,CSE343,Machine Learning,4,C,7.4,8.62
1636,Student 43,Semester 1,MTH100,Maths I,4,A-,9.2,9.2
1637,Student 43,Semester 8,HSS228*,Introduction to Digital Anthroplogy,4,A,8.17,8.62
1638,Student 43,Semester 3,CSE201,Advanced Programming,4,A,9.0,8.87
1639,Student 43,Semester 5,CSE521,Logic for Computer Science,4,A-,8.75,8.79
1640,Student 43,Semester 6,CSE501,Designing Human-Centered Systems,4,A-,8.5,8.83
1641,Student 43,Semester 5,CSE643,Artificial Intelligence,4,B,8.75,8.79
1642,Student 43,Semester 4,CSE202,Fundamentals of Database Systems,4,A,8.6,8.8
1643,Student 43,Semester 6,ECO304*,Introduction to Game Theory,4,B,8.5,8.83
1644,Student 43,Semester 2,HSS212*,Critical Thinking,4,A-,8.4,8.8
1645,Student 43,Semester 4,ESC205A,Environmental Sciences,2,A-,8.6,8.8
1646,Student 43,Semester 6,CSE565,Software Defined Networking,4,A-,8.5,8.83
1647,Student 43,Semester 5,CSE319,Modern Algorithm Design,4,W,8.75,8.79
1648,Student 43,Semester 3,BIO300,Foundations of Biology-I,4,A-,9.0,8.87
1649,Student 43,Semester 2,DES130,Introduction to Engineering Design,4,B-,8.4,8.8
1650,Student 43,Semester 7,CSE640,Collaborative Filtering,4,C,7.4,8.62
1651,Student 43,Semester 2,CSE112,Computer Organisation,4,B,8.4,8.8
1652,Student 43,Semester 6,MTH303,Graph Theory,4,C,8.5,8.83
1653,Student 43,Semester 6,HSS216*,Positive Psychology,4,A-,8.5,8.83
1654,Student 43,Semester 4,COM301A,Technical Communication,2,A-,8.6,8.8
1655,Student 43,Semester 4,CSE232,Computer Networks,4,A-,8.6,8.8
1656,Student 43,Semester 1,COM101,Communication Skills,4,A,9.2,9.2
1657,Student 43,Semester 1,CSE111,Digital Circuits,4,A,9.2,9.2
1658,Student 43,Semester 2,MTH201,Probability and Statistics ,4,A,8.4,8.8
1659,Student 43,Semester 2,CSE102,Data Structures and Algorithms,4,B,8.4,8.8
1660,Student 43,Semester 7,CSE499,BTech Project,4,B,7.4,8.62
1661,Student 43,Semester 8,CSE499A,BTech Project,8,B,8.17,8.62
1662,Student 43,Semester 4,CSE322,Theory of Computation,4,A-,8.6,8.8
1663,Student 43,Semester 7,FIN402,Valuation and Portfolio Management,4,A-,7.4,8.62
1664,Student 43,Semester 8,CSE609,Statistical Computation,4,B,8.17,8.62
1665,Student 43,Semester 6,HSS399,Independent Project,4,A+,8.5,8.83
1666,Student 43,Semester 1,CSE101,Introduction to Programming,4,A-,9.2,9.2
1667,Student 43,Semester 3,ECO301,Introduction to Economic Analysis,4,A-,9.0,8.87
1668,Student 43,Semester 4,CSE222,Analysis and Design of Algorithms,4,C,8.6,8.8
1669,Student 43,Semester 3,CSE121,Discrete Mathematics,4,A-,9.0,8.87
1670,Student 43,Semester 1,CSE131,System Management,4,B,9.2,9.2
1671,Student 43,Semester 5,HSS204*,Introduction to Psychology,4,A-,8.75,8.79
1672,Student 43,Semester 3,CSE231,Operating Systems ,4,B,9.0,8.87
1673,Student 44,Semester 8,FIN401,Foundations of Finance ,4,B,8.4,7.18
1674,Student 44,Semester 4,CSE202,Fundamentals of Database Systems,4,B-,6.4,6.41
1675,Student 44,Semester 5,CSE101,Introduction to Programming,4,B-,7.8,6.73
1676,Student 44,Semester 4,COM301A,Technical Communication,2,A,6.4,6.41
1677,Student 44,Semester 7,CSE345,Foundations of Computer Security,4,B,8.0,7.0
1678,Student 44,Semester 4,CSE232,Computer Networks,4,C,6.4,6.41
1679,Student 44,Semester 4,CSE222,Analysis and Design of Algorithms,4,F,6.4,6.41
1680,Student 44,Semester 3,CSE201,Advanced Programming,4,C-,6.0,6.08
1681,Student 44,Semester 1,COM101,Communication Skills,4,B,5.6,6.5
1682,Student 44,Semester 1,CSE101,Introduction to Programming,4,F,5.6,6.5
1683,Student 44,Semester 3,CSE231,Operating Systems ,4,D,6.0,6.08
1684,Student 44,Semester 6,CSE524,Theory of Modern Cryptography,4,B-,7.09,6.8
1685,Student 44,Semester 3,HSS215*,Cultural Anthropology,4,C,6.0,6.08
1686,Student 44,Semester 1,CSE111,Digital Circuits,4,C,5.6,6.5
1687,Student 44,Semester 4,BIO200,Introduction to Biology and its Quantitative Modeling,2,A,6.4,6.41
1688,Student 44,Semester 1,CSE131,System Management,4,C,5.6,6.5
1689,Student 44,Semester 8,CSE651,Topics in Adaptive Cybersecurity,4,A-,8.4,7.18
1690,Student 44,Semester 8,CSE501,Designing Human-Centered Systems,4,B,8.4,7.18
1691,Student 44,Semester 5,BIO303*,Introduction to Mathematical Biology,4,B-,7.8,6.73
1692,Student 44,Semester 8,HSS216*,Positive Psychology,4,B,8.4,7.18
1693,Student 44,Summer Term 3,CSE511,Computer Architecture,4,W,,
1694,Student 44,Semester 7,CSE535,Mobile Computing,4,B,8.0,7.0
1695,Student 44,Semester 6,DES302,Animations and Graphics,4,A-,7.09,6.8
1696,Student 44,Semester 7,FIN402,Valuation and Portfolio Management,4,B-,8.0,7.0
1697,Student 44,Semester 7,MGT310,Effective Supply Chain Management for E-Commerce Businesses,4,B,8.0,7.0
1698,Student 44,Semester 7,HSS204*,Introduction to Psychology,4,A-,8.0,7.0
1699,Student 44,Semester 7,ENT401,Entrepreneurship as a Career,2,B,8.0,7.0
1700,Student 44,Semester 2,HSS212*,Critical Thinking,4,B,5.0,6.13
1701,Student 44,Semester 1,MTH100,Maths I,4,C,5.6,6.5
1702,Student 44,Semester 3,CSE121,Discrete Mathematics,4,C,6.0,6.08
1703,Student 44,Semester 5,CSE300,Software Engineering ,4,B,7.8,6.73
1704,Student 44,Semester 6,CSE222,Analysis and Design of Algorithms,4,C,7.09,6.8
1705,Student 44,Semester 5,HSS211*,Theatre Appreciation,4,A,7.8,6.73
1706,Student 44,Semester 4,BIO400,Foundations of Biology-II,4,B-,6.4,6.41
1707,Student 44,Semester 8,ENT402,Entrepreneurship: Managing a Venture,2,A-,8.4,7.18
1708,Student 44,Semester 8,HSS226A*,Indian Poetry Through The Ages,2,A-,8.4,7.18
1709,Student 44,Semester 6,CSE530,Distributed Systems,4,C,7.09,6.8
1710,Student 44,Semester 6,MTH201,Probability and Statistics ,4,C,7.09,6.8
1711,Student 44,Semester 2,DES130,Introduction to Engineering Design,4,D,5.0,6.13
1712,Student 44,Semester 2,CSE112,Computer Organisation,4,C,5.0,6.13
1713,Student 44,Semester 2,CSE102,Data Structures and Algorithms,4,C-,5.0,6.13
1714,Student 44,Semester 5,CSE506,Data Mining,4,B-,7.8,6.73
1715,Student 44,Semester 6,HSS223A*,Introduction to Poetry,2,A,7.09,6.8
1716,Student 44,Semester 3,ESC205,Environmental Sciences,4,A-,6.0,6.08
1717,Student 44,Semester 2,MTH201,Probability and Statistics ,4,F,5.0,6.13
1718,Student 45,Semester 3,CSE231,Operating Systems ,4,D,7.2,7.21
1719,Student 45,Semester 2,CSE102,Data Structures and Algorithms,4,C,7.5,7.22
1720,Student 45,Semester 2,CSE112,Computer Organisation,4,B-,7.5,7.22
1721,Student 45,Semester 7,CSE536,Robotic Systems,4,C,6.8,7.33
1722,Student 45,Semester 6,ECO304*,Introduction to Game Theory,4,C,6.8,7.42
1723,Student 45,Semester 5,HSS210*,History of Indian National Movement,4,A-,8.89,7.55
1724,Student 45,Semester 1,CSE131,System Management,4,B,7.0,7.0
1725,Student 45,Semester 4,BIO200,Introduction to Biology and its Quantitative Modeling,2,A,7.3,7.24
1726,Student 45,Semester 7,FIN402,Valuation and Portfolio Management,4,B,6.8,7.33
1727,Student 45,Semester 8,HSS218*,Philosophy of Religion,4,B-,7.5,7.35
1728,Student 45,Semester 1,MTH100,Maths I,4,C,7.0,7.0
1729,Student 45,Semester 1,CSE111,Digital Circuits,4,B-,7.0,7.0
1730,Student 45,Semester 6,FIN401,Foundations of Finance ,4,B,6.8,7.42
1731,Student 45,Semester 8,CSE999A,Distance Course in CSE,2,S,7.5,7.35
1732,Student 45,Semester 6,HSS205*,Introduction to Sociology,4,B,6.8,7.42
