SN.,Roll No,Batch / Term Code,Course Code,Course,Credit,Grade,SPI,CPI
1080,Student 28,Semester 5,CSE399,Independent Project,4,W,8.4,8.2
1081,Student 28,Semester 1,MTH100,Maths I,4,B,8.6,8.6
1082,Student 28,Semester 5,CSE340*,Image Analysis ,4,B,8.4,8.2
1083,Student 28,Semester 5,CSE535,Mobile Computing,4,B,8.4,8.2
1084,Student 28,Semester 3,ESC205,Environmental Sciences,4,A-,8.6,8.6
1085,Student 28,Semester 7,HSS204*,Introduction to Psychology,4,B,8.8,8.45
1086,Student 28,Semester 4,CSE232,Computer Networks,4,B,6.8,8.15
1087,Student 28,Semester 4,COM301,Technical Communication,4,B-,6.8,8.15
1088,Student 28,Semester 4,CSE222,Analysis and Design of Algorithms,4,C,6.8,8.15
1089,Student 28,Semester 5,ECO301,Introduction to Economic Analysis,4,A-,8.4,8.2
1090,Student 28,Semester 1,CSE101,Introduction to Programming,4,A,8.6,8.6
1091,Student 28,Semester 8,CSE352,Security Engineering,4,A-,9.0,8.53
1092,Student 28,Semester 8,HSS216*,Positive Psychology,4,A-,9.0,8.53
1093,Student 29,Semester 5,CSE345,Foundations of Computer Security,4,A-,9.8,9.04
1094,Student 29,Semester 1,COM101,Communication Skills,4,C,8.2,8.2
1095,Student 29,Semester 6,CSE561,Probabilistic Graphical Models,4,A-,9.8,9.28
1096,Student 29,Semester 3,HSS210*,History of Indian National Movement,4,A,8.8,8.73
1097,Student 29,Semester 6,CSE694F,Multimedia Security,4,A,9.8,9.28
1098,Student 29,Semester 7,BIO399,Independent Project,4,A,9.8,9.35
1099,Student 29,Semester 7,PHY301,Physics,4,A,9.8,9.35
1100,Student 29,Semester 2,DES130,Introduction to Engineering Design,4,A,9.2,8.7
1101,Student 29,Semester 2,MTH201,Probability and Statistics ,4,A,9.2,8.7
1102,Student 29,Semester 3,CSE121,Discrete Mathematics,4,A+,8.8,8.73
1103,Student 29,Semester 5,CSE539,Cellular Data Networks,4,A,9.8,9.04
1104,Student 29,Semester 3,CSE201,Advanced Programming,4,B-,8.8,8.73
1105,Student 29,Semester 5,CSE340*,Image Analysis ,4,A,9.8,9.04
1106,Student 29,Semester 1,CSE131,System Management,4,A-,8.2,8.2
1107,Student 29,Semester 8,PHY303,Opto-Electronics,4,B-,8.67,9.21
1108,Student 29,Semester 6,MTH502*,Number Theory,4,A,9.8,9.28
1109,Student 29,Semester 7,ECO301,Introduction to Economic Analysis,4,A-,9.8,9.35
1110,Student 29,Semester 6,BIO506,Stochastic Simulations in System Biology and Biophysics,4,A,9.8,9.28
1111,Student 29,Semester 4,COM301,Technical Communication,4,B,9.2,8.85
1112,Student 29,Semester 7,CSE546,Applied Cryptography,4,A,9.8,9.35
1113,Student 29,Semester 6,HSS216*,Positive Psychology,4,A,9.8,9.28
1114,Student 29,Semester 4,CSE232,Computer Networks,4,A,9.2,8.85
1115,Student 29,Semester 2,CSE102,Data Structures and Algorithms,4,A,9.2,8.7
1116,Student 29,Semester 5,HSS204*,Introduction to Psychology,4,A,9.8,9.04
1117,Student 29,Semester 4,CSE202,Fundamentals of Database Systems,4,A-,9.2,8.85
1118,Student 29,Semester 4,CSE222,Analysis and Design of Algorithms,4,A-,9.2,8.85
1119,Student 29,Semester 1,CSE111,Digital Circuits,4,A-,8.2,8.2
1120,Student 29,Semester 8,BIO399,Independent Project,4,A-,8.67,9.21
1121,Student 29,Semester 1,MTH100,Maths I,4,A-,8.2,8.2
1122,Student 29,Semester 4,BIO303*,Introduction to Mathematical Biology,4,A,9.2,8.85
1123,Student 29,Semester 5,CSE535,Mobile Computing,4,A,9.8,9.04
1124,Student 29,Semester 8,CSE530,Distributed Systems,4,A,8.67,9.21
1125,Student 29,Semester 2,CSE112,Computer Organisation,4,A-,9.2,8.7
1126,Student 29,Semester 2,HSS208*,Theory and Practice of Engineering Ethics,4,B-,9.2,8.7
1127,Student 29,Semester 7,CSE350,Network Security,4,A,9.8,9.35
1128,Student 29,Semester 3,CSE231,Operating Systems ,4,A,8.8,8.73
1129,Student 29,Semester 1,CSE101,Introduction to Programming,4,B,8.2,8.2
1130,Student 29,Semester 3,ESC205,Environmental Sciences,4,B-,8.8,8.73
1131,Student 30,Semester 6,CSE399,Independent Project,4,A-,7.5,8.04
1132,Student 30,Semester 8,CSE999B2,Distance Course in CSE,1,S,8.5,8.22
1133,Student 30,Semester 8,CSE999B,Distance Course in CSE,1,S,8.5,8.22
1134,Student 30,Semester 5,CSE546,Applied Cryptography,4,B-,7.75,8.13
1135,Student 30,Semester 6,CSE999A,Distance Course in CSE,2,S,7.5,8.04
1136,Student 30,Semester 6,CSE560,GPU Computing,4,B-,7.5,8.04
1137,Student 30,Semester 6,CSE694F,Multimedia Security,4,W,7.5,8.04
1138,Student 30,Semester 3,ESC205,Environmental Sciences,4,A-,8.8,8.4
1139,Student 30,Semester 5,CSE503,Program Analysis,4,B,7.75,8.13
1140,Student 30,Semester 6,MTH303,Graph Theory,4,B-,7.5,8.04
1141,Student 30,Semester 6,CSE304,Practice of Programming,4,B-,7.5,8.04
1142,Student 30,Semester 2,DES130,Introduction to Engineering Design,4,A,8.2,8.2
1143,Student 30,Semester 2,MTH201,Probability and Statistics ,4,A-,8.2,8.2
1144,Student 30,Semester 2,CSE102,Data Structures and Algorithms,4,A-,8.2,8.2
1145,Student 30,Semester 2,CSE112,Computer Organisation,4,B,8.2,8.2
1146,Student 30,Semester 5,CSE643,Artificial Intelligence,4,B-,7.75,8.13
1147,Student 30,Summer Term 3,CSE200A,Competitive Programming,2,A+,10.0,8.07
1148,Student 30,Semester 1,CSE101,Introduction to Programming,4,A-,8.2,8.2
1149,Student 30,Semester 1,MTH100,Maths I,4,B,8.2,8.2
1150,Student 30,Semester 8,ECO304*,Introduction to Game Theory,4,B,8.5,8.22
1151,Student 30,Semester 1,CSE131,System Management,4,B-,8.2,8.2
1152,Student 30,Semester 5,CSE301,Compilers,4,A-,7.75,8.13
1153,Student 30,Semester 5,CSE329A,Approximation Algorithms,2,W,7.75,8.13
1154,Student 30,Semester 1,COM101,Communication Skills,4,A-,8.2,8.2
1155,Student 30,Semester 1,CSE111,Digital Circuits,4,B,8.2,8.2
1156,Student 30,Semester 4,CSE232,Computer Networks,4,A-,7.6,8.2
1157,Student 30,Semester 4,COM301,Technical Communication,4,C-,7.6,8.2
1158,Student 30,Semester 4,CSE202,Fundamentals of Database Systems,4,B,7.6,8.2
1159,Student 30,Semester 4,CSE222,Analysis and Design of Algorithms,4,A,7.6,8.2
1160,Student 30,Semester 7,CSE319,Modern Algorithm Design,4,A,8.2,8.09
1161,Student 30,Semester 7,CSE534,Advanced Networks,4,A-,8.2,8.09
1162,Student 30,Semester 7,ECO301,Introduction to Economic Analysis,4,C,8.2,8.09
1163,Student 30,Semester 7,CSE500,Secure Coding,4,B,8.2,8.09
1164,Student 30,Semester 7,CSE999A,Distance Course in CSE,2,S,8.2,8.09
1165,Student 30,Semester 7,CSE345,Foundations of Computer Security,4,B,8.2,8.09
1166,Student 30,Semester 2,HSS101*,Technology and Society,4,C-,8.2,8.2
1167,Student 30,Semester 3,HSS210*,History of Indian National Movement,4,B,8.8,8.4
1168,Student 30,Semester 3,CSE231,Operating Systems ,4,A-,8.8,8.4
1169,Student 30,Semester 3,CSE121,Discrete Mathematics,4,B,8.8,8.4
1170,Student 30,Semester 3,CSE201,Advanced Programming,4,A,8.8,8.4
1171,Student 30,Semester 4,CSE322,Theory of Computation,4,C,7.6,8.2
1172,Student 30,Semester 8,CSE507,Database System Implementation,4,B,8.5,8.22
1173,Student 30,Semester 8,CSE399,Independent Project,4,A-,8.5,8.22
1174,Student 30,Semester 8,CSE352,Security Engineering,4,A-,8.5,8.22
1175,Student 31,Semester 8,CSE530,Distributed Systems,4,A-,5.45,6.0
1176,Student 31,Summer Term 4,MSC200,Domain Study and Solution Prototyping,4,C,7.5,6.11
1177,Student 31,Semester 2,CSE112,Computer Organisation,4,B-,5.4,5.11
1178,Student 31,Semester 1,CSE131,System Management,4,C-,4.2,4.75
1179,Student 31,Semester 1,MTH100,Maths I,4,C-,4.2,4.75
1180,Student 31,Semester 1,COM101,Communication Skills,4,C-,4.2,4.75
1181,Student 31,Semester 8,HSS999B2,Distance Course in HSS,1,X,5.45,6.0
1182,Student 31,Semester 8,CSE999B,Distance Course in CSE,1,S,5.45,6.0
1183,Student 31,Semester 7,CSE201,Advanced Programming,4,D,5.33,5.97
1184,Student 31,Semester 1,CSE111,Digital Circuits,4,D,4.2,4.75
1185,Student 31,Semester 8,CSE999B2,Distance Course in CSE,1,S,5.45,6.0
1186,Student 31,Semester 8,CSE202,Fundamentals of Database Systems,4,C,5.45,6.0
1187,Student 31,Semester 8,HSS999B,Distance Course in HSS,1,X,5.45,6.0
1188,Student 31,Summer Term 4,DES399,Independent Project,4,A-,7.5,6.11
1189,Student 31,Semester 8,HSS216*,Positive Psychology,4,C-,5.45,6.0
1190,Student 31,Semester 6,BIO506,Stochastic Simulations in System Biology and Biophysics,4,B,5.6,6.04
1191,Student 31,Summer Term 4,CSE999A,Distance Course in CSE,2,S,7.5,6.11
1192,Student 31,Semester 7,HSS211*,Theatre Appreciation,4,C,5.33,5.97
1193,Student 31,Semester 5,HSS204*,Introduction to Psychology,4,A-,7.0,5.95
1194,Student 31,Semester 5,CSE345,Foundations of Computer Security,4,C,7.0,5.95
1195,Student 31,Semester 5,CSE539,Cellular Data Networks,4,A-,7.0,5.95
1196,Student 31,Semester 5,BIO303*,Introduction to Mathematical Biology,4,A-,7.0,5.95
1197,Student 31,Semester 4,COM301,Technical Communication,4,C,4.6,5.33
1198,Student 31,Semester 4,CSE202,Fundamentals of Database Systems,4,F,4.6,5.33
1199,Student 31,Semester 7,CSE535,Mobile Computing,4,C-,5.33,5.97
1200,Student 31,Semester 4,CSE232,Computer Networks,4,C-,4.6,5.33
1201,Student 31,Semester 4,CSE222,Analysis and Design of Algorithms,4,F,4.6,5.33
1202,Student 31,Semester 7,CSE350,Network Security,4,C,5.33,5.97
1203,Student 31,Semester 7,DES303*,Non Linear Editing,4,C,5.33,5.97
1204,Student 31,Semester 3,CSE121,Discrete Mathematics,4,C-,5.0,5.08
1205,Student 31,Semester 6,HSS213*,Issues in Contemporary World,4,B-,5.6,6.04
1206,Student 31,Semester 9,CSE999A2,Distance Course in CSE,2,S,,
1207,Student 31,Semester 3,CSE101,Introduction to Programming,4,D,5.0,5.08
1208,Student 31,Summer Term 3,BIO399,Independent Project,4,B,8.0,6.13
1209,Student 31,Semester 5,CSE201,Advanced Programming,4,F,7.0,5.95
1210,Student 31,Semester 6,CSE222,Analysis and Design of Algorithms,4,D,5.6,6.04
1211,Student 31,Semester 2,CSE102,Data Structures and Algorithms,4,D,5.4,5.11
1212,Student 31,Semester 8,PHY303,Opto-Electronics,4,F,5.45,6.0
1213,Student 31,Semester 8,CSE507,Database System Implementation,4,C,5.45,6.0
1214,Student 31,Semester 2,HSS205*,Introduction to Sociology,4,C-,5.4,5.11
1215,Student 31,Summer Term 4,CSE999A2,Distance Course in CSE,2,X,7.5,6.11
1216,Student 31,Semester 6,CSE202,Fundamentals of Database Systems,4,F,5.6,6.04
1217,Student 31,Semester 8,CSE510A,Big Data Analytics,2,D,5.45,6.0
1218,Student 31,Semester 2,DES130,Introduction to Engineering Design,4,C,5.4,5.11
1219,Student 31,Semester 6,CSE399,Independent Project,4,W,5.6,6.04
1220,Student 31,Semester 7,CSE534,Advanced Networks,4,C-,5.33,5.97
1221,Student 31,Semester 2,MTH201,Probability and Statistics ,4,C-,5.4,5.11
1222,Student 31,Semester 3,CSE231,Operating Systems ,4,C,5.0,5.08
1223,Student 31,Semester 1,CSE101,Introduction to Programming,4,F,4.2,4.75
1224,Student 31,Semester 4,ESC205,Environmental Sciences,4,B,4.6,5.33
1225,Student 31,Semester 6,CSE501,Designing Human-Centered Systems,4,B-,5.6,6.04
1226,Student 32,Semester 2,MTH201,Probability and Statistics ,4,C,7.6,7.7
1227,Student 32,Semester 2,DES130,Introduction to Engineering Design,4,A,7.6,7.7
1228,Student 32,Semester 8,HSS216*,Positive Psychology,4,B-,6.8,7.37
1229,Student 32,Semester 3,CSE201,Advanced Programming,4,B-,7.2,7.53
1230,Student 32,Semester 3,CSE121,Discrete Mathematics,4,C-,7.2,7.53
1231,Student 32,Semester 6,CSE304,Practice of Programming,4,B-,7.0,7.28
1232,Student 32,Semester 3,CSE231,Operating Systems ,4,B,7.2,7.53
1233,Student 32,Semester 4,CSE322,Theory of Computation,4,B,7.2,7.45
1234,Student 32,Semester 1,CSE101,Introduction to Programming,4,A-,7.8,7.8
1235,Student 32,Semester 6,BIO506,Stochastic Simulations in System Biology and Biophysics,4,A-,7.0,7.28
1236,Student 32,Semester 8,CSE530,Distributed Systems,4,B,6.8,7.37
1237,Student 32,Semester 8,MTH303,Graph Theory,4,D,6.8,7.37
1238,Student 32,Semester 1,CSE131,System Management,4,B,7.8,7.8
1239,Student 32,Semester 1,MTH100,Maths I,4,C-,7.8,7.8
1240,Student 32,Semester 4,CSE202,Fundamentals of Database Systems,4,B,7.2,7.45
1241,Student 32,Semester 7,CSE503,Program Analysis,4,B,7.8,7.35
1242,Student 32,Semester 8,ECO304*,Introduction to Game Theory,4,B-,6.8,7.37
1243,Student 32,Semester 3,ESC205,Environmental Sciences,4,B-,7.2,7.53
1244,Student 32,Semester 7,BIO303*,Introduction to Mathematical Biology,4,B,7.8,7.35
1245,Student 32,Semester 8,FIN401,Foundations of Finance ,4,B,6.8,7.37
1246,Student 32,Semester 6,CSE352,Security Engineering,4,C,7.0,7.28
1247,Student 32,Semester 1,COM101,Communication Skills,4,A-,7.8,7.8
1248,Student 32,Semester 4,CSE222,Analysis and Design of Algorithms,4,C,7.2,7.45
1249,Student 32,Semester 4,CSE232,Computer Networks,4,C,7.2,7.45
1250,Student 32,Semester 5,HSS212*,Critical Thinking,4,W,6.75,7.33
1251,Student 32,Semester 5,CSE300,Software Engineering ,4,C,6.75,7.33
1252,Student 32,Semester 1,CSE111,Digital Circuits,4,B,7.8,7.8
1253,Student 32,Semester 3,HSS203*,Introduction to the study of Literature,4,A-,7.2,7.53
1254,Student 32,Semester 2,CSE102,Data Structures and Algorithms,4,B,7.6,7.7
1255,Student 32,Semester 5,CSE535,Mobile Computing,4,B-,6.75,7.33
1256,Student 32,Semester 6,HSS213*,Issues in Contemporary World,4,B-,7.0,7.28
1257,Student 32,Semester 7,PHY301,Physics,4,B-,7.8,7.35
1258,Student 32,Semester 4,COM301,Technical Communication,4,B,7.2,7.45
1259,Student 32,Semester 7,CSE350,Network Security,4,B,7.8,7.35
1260,Student 32,Semester 6,CSE635,Programming Cloud Services for Mobile Applications,4,C,7.0,7.28
1261,Student 32,Semester 7,CSE506,Data Mining,4,B,7.8,7.35
1262,Student 32,Semester 5,CSE345,Foundations of Computer Security,4,C,6.75,7.33
1263,Student 32,Semester 2,HSS204*,Introduction to Psychology,4,C,7.6,7.7
1264,Student 32,Semester 2,CSE112,Computer Organisation,4,B,7.6,7.7
1265,Student 32,Semester 5,CSE546,Applied Cryptography,4,B,6.75,7.33
1266,Student 33,Semester 8,MTH303,Graph Theory,4,D,6.25,8.71
1267,Student 33,Semester 5,CSE546,Applied Cryptography,4,A-,9.33,8.69
1268,Student 33,Semester 3,HSS205*,Introduction to Sociology,4,A-,8.8,8.53
1269,Student 33,Semester 5,CSE399,Independent Project,4,A,9.33,8.69
1270,Student 33,Semester 6,CSE499C,External BTech Project,12,A,10.0,8.83
1271,Student 33,Semester 4,CSE202,Fundamentals of Database Systems,4,B,8.4,8.5
1272,Student 33,Semester 7,CSE350,Network Security,4,A,10.0,9.0
1273,Student 33,Semester 1,CSE131,System Management,4,B,8.4,8.4
1274,Student 33,Semester 1,COM101,Communication Skills,4,B,8.4,8.4
1275,Student 33,Semester 2,CSE112,Computer Organisation,4,B,8.4,8.4
1276,Student 33,Semester 4,CSE232,Computer Networks,4,B,8.4,8.5
1277,Student 33,Semester 4,CSE222,Analysis and Design of Algorithms,4,B,8.4,8.5
1278,Student 33,Semester 2,CSE102,Data Structures and Algorithms,4,B,8.4,8.4
1279,Student 33,Semester 2,HSS208*,Theory and Practice of Engineering Ethics,4,B-,8.4,8.4
1280,Student 33,Semester 7,CSE503,Program Analysis,4,A,10.0,9.0
1281,Student 33,Semester 7,CSE301,Compilers,4,A+,10.0,9.0
1282,Student 33,Semester 5,CSE535,Mobile Computing,4,A-,9.33,8.69
1283,Student 33,Semester 4,COM301,Technical Communication,4,B,8.4,8.5
1284,Student 33,Semester 5,CSE340*,Image Analysis ,4,B,9.33,8.69
1285,Student 33,Semester 3,BIO302,Molecular Biology and Biochemistry,4,A-,8.8,8.53
1286,Student 33,Semester 4,BIO303*,Introduction to Mathematical Biology,4,A,8.4,8.5
1287,Student 33,Semester 8,MTH502*,Number Theory,4,B-,6.25,8.71
1288,Student 33,Semester 7,CSE319,Modern Algorithm Design,4,A,10.0,9.0
1289,Student 33,Semester 5,ECO301,Introduction to Economic Analysis,4,A,9.33,8.69
1290,Student 33,Semester 3,CSE201,Advanced Programming,4,B-,8.8,8.53
1291,Student 33,Semester 2,DES130,Introduction to Engineering Design,4,A-,8.4,8.4
1292,Student 33,Semester 1,CSE101,Introduction to Programming,4,A-,8.4,8.4
1293,Student 33,Semester 1,MTH100,Maths I,4,B,8.4,8.4
1294,Student 33,Semester 3,CSE121,Discrete Mathematics,4,A-,8.8,8.53
1295,Student 33,Semester 3,CSE231,Operating Systems ,4,A,8.8,8.53
1296,Student 33,Semester 5,CSE345,Foundations of Computer Security,4,A,9.33,8.69
1297,Student 33,Semester 1,CSE111,Digital Circuits,4,A-,8.4,8.4
1298,Student 33,Semester 8,ECO304*,Introduction to Game Theory,4,B-,6.25,8.71
1299,Student 33,Semester 7,CSE498,Undergraduate Research,4,A,10.0,9.0
1300,Student 33,Semester 2,MTH201,Probability and Statistics ,4,A,8.4,8.4
1301,Student 33,Semester 8,CSE560,GPU Computing,4,B-,6.25,8.71
1302,Student 34,Semester 6,HSS213*,Issues in Contemporary World,4,B-,7.75,7.97
1303,Student 34,Semester 4,CSE232,Computer Networks,4,B-,7.09,7.76
1304,Student 34,Semester 8,CSE565,Software Defined Networking,4,A,9.22,8.25
1305,Student 34,Semester 1,CSE131,System Management,4,A,8.0,8.0
1306,Student 34,Semester 1,COM101,Communication Skills,4,C,8.0,8.0
1307,Student 34,Semester 6,CSE501,Designing Human-Centered Systems,4,A-,7.75,7.97
1308,Student 34,Semester 6,CSE352,Security Engineering,4,B,7.75,7.97
1309,Student 34,Semester 5,FIN401,Foundations of Finance ,4,A,8.4,7.88
1310,Student 34,Semester 5,CSE535,Mobile Computing,4,B,8.4,7.88
1311,Student 34,Semester 3,CSE201,Advanced Programming,4,B,7.82,8.0
1312,Student 34,Semester 3,CSE121,Discrete Mathematics,4,B-,7.82,8.0
1313,Student 34,Semester 1,MTH100,Maths I,4,B-,8.0,8.0
1314,Student 34,Semester 5,CSE345,Foundations of Computer Security,4,B,8.4,7.88
1315,Student 34,Semester 5,CSE300,Software Engineering ,4,A-,8.4,7.88
1316,Student 34,Semester 8,CSE530,Distributed Systems,4,B,9.22,8.25
1317,Student 34,Semester 8,CSE499B,BTech Project,6,A-,9.22,8.25
1318,Student 34,Semester 6,PHY303,Opto-Electronics,4,B-,7.75,7.97
1319,Student 34,Semester 4,CSE202,Fundamentals of Database Systems,4,B-,7.09,7.76
1320,Student 34,Semester 5,CSE350,Network Security,4,B-,8.4,7.88
1321,Student 34,Semester 1,CSE111,Digital Circuits,4,B,8.0,8.0
1322,Student 34,Semester 1,CSE101,Introduction to Programming,4,A-,8.0,8.0
1323,Student 34,Semester 2,MTH201,Probability and Statistics ,4,B,8.2,8.1
1324,Student 34,Semester 3,ESC205,Environmental Sciences,4,B,7.82,8.0
1325,Student 34,Semester 4,CSE233,Network Administration,2,A,7.09,7.76
1326,Student 34,Semester 3,HSS205*,Introduction to Sociology,4,B-,7.82,8.0
1327,Student 34,Semester 2,DES130,Introduction to Engineering Design,4,A,8.2,8.1
1328,Student 34,Semester 8,CSE507,Database System Implementation,4,A,9.22,8.25
1329,Student 34,Semester 2,CSE102,Data Structures and Algorithms,4,B,8.2,8.1
1330,Student 34,Semester 2,CSE112,Computer Organisation,4,B,8.2,8.1
1331,Student 34,Semester 2,HSS208*,Theory and Practice of Engineering Ethics,4,B-,8.2,8.1
1332,Student 34,Semester 7,CSE648,Privacy and Security in Online Social Media,4,A-,9.11,8.03
1333,Student 34,Semester 7,CSE499B,BTech Project,6,A,9.11,8.03
1334,Student 34,Semester 4,ECE240,Principles of Communication Systems,4,C,7.09,7.76
1335,Student 34,Semester 3,CSE230,System Administration,2,A,7.82,8.0
1336,Student 34,Semester 3,CSE231,Operating Systems ,4,B,7.82,8.0
1337,Student 34,Semester 7,CSE506,Data Mining,4,B,9.11,8.03
1338,Student 34,Semester 4,COM301,Technical Communication,4,A-,7.09,7.76
1339,Student 34,Semester 7,MGT310,Effective Supply Chain Management for E-Commerce Businesses,4,A-,9.11,8.03
1340,Student 34,Semester 4,CSE222,Analysis and Design of Algorithms,4,C-,7.09,7.76
1341,Student 35,Semester 8,CSE999B4,Distance Course in CSE,1,S,8.0,8.76
1342,Student 35,Semester 3,CSE231,Operating Systems ,4,A,8.6,9.0
1343,Student 35,Semester 3,CSE121,Discrete Mathematics,4,B,8.6,9.0
1344,Student 35,Semester 4,ECE240,Principles of Communication Systems,4,D,6.6,8.4
1345,Student 35,Semester 8,CSE322,Theory of Computation,4,C-,8.0,8.76
1346,Student 35,Semester 8,HSS203*,Introduction to the study of Literature,4,A,8.0,8.76
1347,Student 35,Semester 1,CSE101,Introduction to Programming,4,A-,9.0,9.0
1348,Student 35,Semester 1,MTH100,Maths I,4,B,9.0,9.0
1349,Student 35,Semester 6,CSE304,Practice of Programming,4,B,8.8,8.9
1350,Student 35,Semester 3,COM201,Critical Reading,4,B,8.6,9.0
1351,Student 35,Semester 7,CSE301,Compilers,4,B,9.0,8.82
1352,Student 35,Semester 4,CSE232,Computer Networks,4,B-,6.6,8.4
1353,Student 35,Semester 4,CSE202,Fundamentals of Database Systems,4,B-,6.6,8.4
1354,Student 35,Semester 4,CSE222,Analysis and Design of Algorithms,4,C,6.6,8.4
1355,Student 35,Semester 8,CSE999B2,Distance Course in CSE,1,S,8.0,8.76
1356,Student 35,Semester 4,COM301,Technical Communication,4,A-,6.6,8.4
1357,Student 35,Semester 6,CSE508,Information Retrieval,4,B,8.8,8.9
1358,Student 35,Semester 2,DES130,Introduction to Engineering Design,4,A,9.4,9.2
1359,Student 35,Semester 5,CSE345,Foundations of Computer Security,4,A-,9.33,8.62
1360,Student 35,Semester 3,ESC205,Environmental Sciences,4,A-,8.6,9.0
1361,Student 35,Semester 2,MTH201,Probability and Statistics ,4,A,9.4,9.2
1362,Student 35,Semester 2,CSE102,Data Structures and Algorithms,4,A-,9.4,9.2
1363,Student 35,Semester 8,CSE352,Security Engineering,4,A-,8.0,8.76
1364,Student 35,Semester 2,CSE112,Computer Organisation,4,B,9.4,9.2
1365,Student 35,Semester 5,CSE535,Mobile Computing,4,A+,9.33,8.62
1366,Student 35,Semester 2,HSS205*,Introduction to Sociology,4,A+,9.4,9.2
1367,Student 35,Semester 7,HSS101*,Technology and Society,4,A,9.0,8.82
1368,Student 35,Semester 8,HSS999B2,Distance Course in HSS,1,S,8.0,8.76
1369,Student 35,Semester 5,HSS215*,Cultural Anthropology,4,A,9.33,8.62
1370,Student 35,Semester 5,CSE546,Applied Cryptography,4,B-,9.33,8.62
1371,Student 35,Semester 6,CSE499A,BTech Project,8,A-,8.8,8.9
1372,Student 35,Summer Term 4,MSC200,Domain Study and Solution Prototyping,4,A,10.0,8.89
1373,Student 35,Semester 8,CSE999B,Distance Course in CSE,1,S,8.0,8.76
1374,Student 35,Semester 1,COM101,Communication Skills,4,A-,9.0,9.0
1375,Student 35,Semester 7,CSE534,Advanced Networks,4,A-,9.0,8.82
1376,Student 35,Semester 7,CSE350,Network Security,4,A-,9.0,8.82
1377,Student 35,Semester 1,CSE131,System Management,4,A,9.0,9.0
1378,Student 35,Semester 6,CSE399,Independent Project,4,A,8.8,8.9
1379,Student 35,Semester 5,CSE399,Independent Project,4,A,9.33,8.62
1380,Student 35,Semester 5,CSE503,Program Analysis,4,A,9.33,8.62
1381,Student 35,Semester 3,CSE201,Advanced Programming,4,B,8.6,9.0
1382,Student 35,Semester 1,CSE111,Digital Circuits,4,A-,9.0,9.0
1383,Student 36,Semester 3,CSE201,Advanced Programming,4,B-,8.2,8.07
1384,Student 36,Semester 5,CSE350,Network Security,4,B,8.0,7.72
1385,Student 36,Semester 3,CSE121,Discrete Mathematics,4,B-,8.2,8.07
1386,Student 36,Semester 5,ECO301,Introduction to Economic Analysis,4,B,8.0,7.72
1387,Student 36,Semester 3,CSE231,Operating Systems ,4,A,8.2,8.07
1388,Student 36,Semester 7,CSE333,Computer Graphics,4,W,8.67,7.94
1389,Student 36,Semester 2,CSE102,Data Structures and Algorithms,4,B,8.2,8.0
1390,Student 36,Semester 1,CSE101,Introduction to Programming,4,B,7.8,7.8
1391,Student 36,Semester 5,CSE300,Software Engineering ,4,B-,8.0,7.72
1392,Student 36,Semester 5,CSE535,Mobile Computing,4,A-,8.0,7.72
1393,Student 36,Semester 1,MTH100,Maths I,4,B-,7.8,7.8
1394,Student 36,Semester 7,CSE301,Compilers,4,B,8.67,7.94
1395,Student 36,Semester 6,CSE635,Programming Cloud Services for Mobile Applications,4,A,8.6,7.97
1396,Student 36,Semester 3,HSS205*,Introduction to Sociology,4,B,8.2,8.07
1397,Student 36,Semester 1,CSE131,System Management,4,A-,7.8,7.8
1398,Student 36,Semester 8,ECO304*,Introduction to Game Theory,4,B-,7.2,7.84
1399,Student 36,Semester 8,MTH303,Graph Theory,4,C-,7.2,7.84
1400,Student 36,Semester 4,COM301,Technical Communication,4,B,6.4,7.65
1401,Student 36,Semester 6,CSE508,Information Retrieval,4,C,8.6,7.97
1402,Student 36,Semester 1,COM101,Communication Skills,4,B-,7.8,7.8
1403,Student 36,Semester 6,CSE499,BTech Project,4,A,8.6,7.97
1404,Student 36,Semester 5,CSE506,Data Mining,4,B,8.0,7.72
1405,Student 36,Semester 6,CSE399,Independent Project,4,A-,8.6,7.97
1406,Student 36,Semester 8,CSE399,Independent Project,4,A-,7.2,7.84
1407,Student 36,Semester 8,CSE501,Designing Human-Centered Systems,4,A-,7.2,7.84
1408,Student 36,Semester 4,ECE240,Principles of Communication Systems,4,C-,6.4,7.65
1409,Student 36,Semester 7,CSE499,BTech Project,4,A,8.67,7.94
1410,Student 36,Semester 2,HSS204*,Introduction to Psychology,4,B,8.2,8.0
1411,Student 36,Semester 2,CSE112,Computer Organisation,4,B,8.2,8.0
1412,Student 36,Semester 8,HSS216*,Positive Psychology,4,C,7.2,7.84
1413,Student 36,Semester 4,CSE202,Fundamentals of Database Systems,4,B-,6.4,7.65
1414,Student 36,Semester 1,CSE111,Digital Circuits,4,B,7.8,7.8
1415,Student 36,Semester 3,ESC205,Environmental Sciences,4,A-,8.2,8.07
1416,Student 36,Semester 2,DES130,Introduction to Engineering Design,4,A-,8.2,8.0
1417,Student 36,Semester 2,MTH201,Probability and Statistics ,4,B,8.2,8.0
1418,Student 36,Semester 4,CSE232,Computer Networks,4,B-,6.4,7.65
1419,Student 36,Semester 7,CSE643,Artificial Intelligence,4,B,8.67,7.94
1420,Student 36,Semester 4,CSE222,Analysis and Design of Algorithms,4,C-,6.4,7.65
1421,Student 36,Semester 6,CSE304,Practice of Programming,4,B,8.6,7.97
1422,Student 37,Semester 3,CSE201,Advanced Programming,4,B-,9.0,8.87
