SN.,Roll No,Batch / Term Code,Course Code,Course,Credit,Grade,SPI,CPI
354,Student 13,Semester 3,MTH201,Probability and Statistics ,4,C-,5.4,4.78
355,Student 13,Semester 5,FIN401,Foundations of Finance ,4,C,6.8,5.67
356,Student 14,Semester 4,HSS201*,Research Methods,4,C,6.4,7.19
357,Student 14,Semester 3,CSE201,Advanced Programming,4,C,6.6,7.48
358,Student 14,Semester 7,CSE511,Computer Architecture,4,B-,8.2,7.48
359,Student 14,Semester 5,CSE507,Database System Implementation,4,A-,8.0,7.36
360,Student 14,Semester 5,CSE340*,Image Analysis ,4,B-,8.0,7.36
361,Student 14,Semester 5,CSE310,Digital Hardware Design,4,A+,8.0,7.36
362,Student 14,Semester 2,CSE102,Data Structures and Algorithms,4,A-,7.78,8.0
363,Student 14,Semester 4,CSE222,Analysis and Design of Algorithms,4,A-,6.4,7.19
364,Student 14,Semester 1,CSE121,Discrete Mathematics,4,B-,8.25,8.25
365,Student 14,Semester 2,CSE122*,Theory of Computation,4,B-,7.78,8.0
366,Student 14,Semester 4,CSE232,Computer Networks,4,C-,6.4,7.19
367,Student 14,Semester 4,ESC202,Digital Communication,4,C-,6.4,7.19
368,Student 14,Semester 5,CSE300,Software Engineering ,4,B-,8.0,7.36
369,Student 14,Semester 8,CSE531,Multiagent Systems,4,B,8.0,7.55
370,Student 14,Semester 8,PHY302,Semiconductors and Optics,4,A-,8.0,7.55
371,Student 14,Semester 3,CSE231,Operating Systems ,4,B,6.6,7.48
372,Student 14,Semester 8,COM301,Technical Communication,4,B,8.0,7.55
373,Student 14,Semester 7,ECO301,Introduction to Economic Analysis,4,A-,8.2,7.48
374,Student 14,Semester 2,CSE112,Computer Organisation,4,B-,7.78,8.0
375,Student 14,Semester 6,CSE342*,Pattern Recognition,4,B-,7.25,7.35
376,Student 14,Semester 1,CSE101,Introduction to Programming,4,A-,8.25,8.25
377,Student 14,Semester 6,CSE537,Embedded Systems,4,W,7.25,7.35
378,Student 14,Semester 3,COM201,Critical Reading,4,C,6.6,7.48
379,Student 14,Semester 4,CSE202,Fundamentals of Database Systems,4,B-,6.4,7.19
380,Student 14,Semester 6,CSE535,Mobile Computing,4,B,7.25,7.35
381,Student 14,Semester 7,PHY301,Physics,4,B,8.2,7.48
382,Student 14,Semester 6,HSS205*,Introduction to Sociology,4,B-,7.25,7.35
383,Student 14,Semester 6,CSE606,Data Warehousing,4,B-,7.25,7.35
384,Student 14,Semester 1,CSE111,Digital Circuits,4,A-,8.25,8.25
385,Student 14,Semester 2,CSE131-1*,System Management,2,B,7.78,8.0
386,Student 14,Semester 2,HSS101*,Technology and Society,4,B,7.78,8.0
387,Student 14,Semester 8,CSE694F,Multimedia Security,4,A-,8.0,7.55
388,Student 14,Semester 7,ECO303,Economics of Information and IT,4,B,8.2,7.48
389,Student 14,Semester 3,MTH101,Linear Algebra and Advanced Calculus,4,B,6.6,7.48
390,Student 14,Semester 1,COM101,Communication Skills,4,B,8.25,8.25
391,Student 14,Semester 7,CSE506,Data Mining,4,A-,8.2,7.48
392,Student 14,Semester 5,FIN401,Foundations of Finance ,4,B-,8.0,7.36
393,Student 14,Semester 3,MTH201,Probability and Statistics ,4,C-,6.6,7.48
394,Student 14,Semester 8,CSE330,Distributed Systems ,4,C,8.0,7.55
395,Student 15,Semester 1,CSE111,Digital Circuits,4,C,6.75,6.75
396,Student 15,Semester 7,ECO303,Economics of Information and IT,4,B,8.13,5.89
397,Student 15,Semester 1,COM101,Communication Skills,4,A-,6.75,6.75
398,Student 15,Semester 6,FIN402,Valuation and Portfolio Management,4,B-,6.0,5.56
399,Student 15,Semester 6,CSE508,Information Retrieval,4,D,6.0,5.56
400,Student 15,Semester 2,CSE131-1*,System Management,2,C,4.89,5.76
401,Student 15,Semester 6,CSE535,Mobile Computing,4,D,6.0,5.56
402,Student 15,Semester 7,CSE694E,Introduction to Geospatial Data Management,2,B,8.13,5.89
403,Student 15,Semester 1,CSE101,Introduction to Programming,4,B,6.75,6.75
404,Student 15,Semester 5,CSE506,Data Mining,4,C,6.0,5.47
405,Student 15,Semester 7,CSE649,Network Protocol Security,4,A-,8.13,5.89
406,Student 15,Semester 2,CSE102,Data Structures and Algorithms,4,C,4.89,5.76
407,Student 15,Semester 5,CSE300,Software Engineering ,4,D,6.0,5.47
408,Student 15,Semester 1,CSE121,Discrete Mathematics,4,D,6.75,6.75
409,Student 15,Semester 7,CSE694D,Privacy in Location Based Services ,2,A-,8.13,5.89
410,Student 15,Semester 5,CSE546,Applied Cryptography,4,D,6.0,5.47
411,Student 15,Semester 5,COM201,Critical Reading,4,A-,6.0,5.47
412,Student 15,Semester 5,FIN401,Foundations of Finance ,4,B-,6.0,5.47
413,Student 15,Semester 3,CSE201,Advanced Programming,4,D,3.6,4.96
414,Student 15,Semester 8,ECO302,Applied Econometric Analysis,4,C,6.2,5.93
415,Student 15,Semester 4,ESC202,Digital Communication,4,C-,5.6,5.14
416,Student 15,Semester 2,CSE122*,Theory of Computation,4,D,4.89,5.76
417,Student 15,Semester 8,BIO505*,Introduction to Computational Neuroscience,4,C-,6.2,5.93
418,Student 15,Semester 3,COM201,Critical Reading,4,F,3.6,4.96
419,Student 15,Semester 6,HSS206*,Introduction to Film Studies,4,B-,6.0,5.56
420,Student 15,Semester 8,COM301,Technical Communication,4,B,6.2,5.93
421,Student 15,Semester 8,CSE531,Multiagent Systems,4,B-,6.2,5.93
422,Student 15,Semester 4,HSS204*,Introduction to Psychology,4,C,5.6,5.14
423,Student 15,Semester 7,PHY301,Physics,4,B-,8.13,5.89
424,Student 15,Semester 3,CSE231,Operating Systems ,4,D,3.6,4.96
425,Student 15,Semester 6,ECO301,Introduction to Economic Analysis,4,B,6.0,5.56
426,Student 15,Semester 4,CSE232,Computer Networks,4,D,5.6,5.14
427,Student 15,Semester 2,HSS101*,Technology and Society,4,D,4.89,5.76
428,Student 15,Semester 4,CSE202,Fundamentals of Database Systems,4,B-,5.6,5.14
429,Student 15,Semester 3,MTH201,Probability and Statistics ,4,D,3.6,4.96
430,Student 15,Semester 4,CSE222,Analysis and Design of Algorithms,4,C,5.6,5.14
431,Student 15,Semester 8,CSE330,Distributed Systems ,4,C-,6.2,5.93
432,Student 15,Semester 3,MTH101,Linear Algebra and Advanced Calculus,4,D,3.6,4.96
433,Student 15,Semester 2,CSE112,Computer Organisation,4,C-,4.89,5.76
434,Student 16,Semester 7,ECO303,Economics of Information and IT,4,B,9.0,7.48
435,Student 16,Semester 6,HSS205*,Introduction to Sociology,4,B-,7.5,7.2
436,Student 16,Semester 7,CSE511,Computer Architecture,4,B,9.0,7.48
437,Student 16,Semester 8,COM301,Technical Communication,4,A-,8.4,7.6
438,Student 16,Semester 8,PHY302,Semiconductors and Optics,4,A-,8.4,7.6
439,Student 16,Semester 5,CSE507,Database System Implementation,4,B,8.0,7.15
440,Student 16,Semester 8,CSE330,Distributed Systems ,4,B-,8.4,7.6
441,Student 16,Semester 8,CSE694F,Multimedia Security,4,A-,8.4,7.6
442,Student 16,Semester 5,CSE340*,Image Analysis ,4,B-,8.0,7.15
443,Student 16,Semester 4,CSE222,Analysis and Design of Algorithms,4,B,6.8,6.92
444,Student 16,Semester 2,CSE102,Data Structures and Algorithms,4,B,7.56,7.41
445,Student 16,Semester 1,CSE121,Discrete Mathematics,4,C-,7.25,7.25
446,Student 16,Semester 5,CSE300,Software Engineering ,4,B-,8.0,7.15
447,Student 16,Semester 1,COM101,Communication Skills,4,B,7.25,7.25
448,Student 16,Semester 2,HSS101*,Technology and Society,4,A-,7.56,7.41
449,Student 16,Semester 1,CSE111,Digital Circuits,4,B-,7.25,7.25
450,Student 16,Semester 2,CSE112,Computer Organisation,4,B-,7.56,7.41
451,Student 16,Semester 7,PHY301,Physics,4,A-,9.0,7.48
452,Student 16,Semester 4,CSE202,Fundamentals of Database Systems,4,B,6.8,6.92
453,Student 16,Semester 3,COM201,Critical Reading,4,C,6.2,6.96
454,Student 16,Semester 3,CSE231,Operating Systems ,4,B,6.2,6.96
455,Student 16,Semester 3,MTH101,Linear Algebra and Advanced Calculus,4,C,6.2,6.96
456,Student 16,Semester 2,CSE122*,Theory of Computation,4,C,7.56,7.41
457,Student 16,Semester 4,ESC202,Digital Communication,4,B-,6.8,6.92
458,Student 16,Semester 2,CSE131-1*,System Management,2,B,7.56,7.41
459,Student 16,Semester 6,CSE606,Data Warehousing,4,B-,7.5,7.2
460,Student 16,Semester 5,CSE310,Digital Hardware Design,4,A,8.0,7.15
461,Student 16,Semester 3,CSE201,Advanced Programming,4,C,6.2,6.96
462,Student 16,Semester 7,CSE506,Data Mining,4,A,9.0,7.48
463,Student 16,Semester 5,FIN401,Foundations of Finance ,4,B,8.0,7.15
464,Student 16,Semester 4,HSS201*,Research Methods,4,C,6.8,6.92
465,Student 16,Semester 3,MTH201,Probability and Statistics ,4,C-,6.2,6.96
466,Student 16,Semester 8,CSE531,Multiagent Systems,4,B,8.4,7.6
467,Student 16,Semester 6,CSE535,Mobile Computing,4,B-,7.5,7.2
468,Student 16,Semester 4,CSE232,Computer Networks,4,C-,6.8,6.92
469,Student 16,Semester 6,CSE537,Embedded Systems,4,W,7.5,7.2
470,Student 16,Semester 1,CSE101,Introduction to Programming,4,A-,7.25,7.25
471,Student 16,Semester 6,CSE342*,Pattern Recognition,4,A-,7.5,7.2
472,Student 16,Semester 7,ECO301,Introduction to Economic Analysis,4,A,9.0,7.48
473,Student 17,Semester 1,CSE121,Discrete Mathematics,4,D,4.75,4.75
474,Student 17,Semester 2,HSS101*,Technology and Society,4,B-,3.67,4.18
475,Student 17,Semester 2,CSE112,Computer Organisation,4,F,3.67,4.18
476,Student 17,Semester 1,CSE111,Digital Circuits,4,F,4.75,4.75
477,Student 17,Semester 1,COM101,Communication Skills,4,B,4.75,4.75
478,Student 17,Semester 2,CSE131-1*,System Management,2,B-,3.67,4.18
479,Student 17,Semester 2,CSE102,Data Structures and Algorithms,4,F,3.67,4.18
480,Student 17,Semester 1,CSE101,Introduction to Programming,4,C-,4.75,4.75
481,Student 17,Semester 2,CSE122*,Theory of Computation,4,F,3.67,4.18
482,Student 18,Semester 1,COM101,Communication Skills,4,B,4.5,4.5
483,Student 18,Semester 2,CSE122*,Theory of Computation,4,F,3.78,4.12
484,Student 18,Semester 1,CSE111,Digital Circuits,4,F,4.5,4.5
485,Student 18,Semester 2,HSS101*,Technology and Society,4,C,3.78,4.12
486,Student 18,Semester 1,CSE121,Discrete Mathematics,4,D,4.5,4.5
487,Student 18,Semester 2,CSE102,Data Structures and Algorithms,4,F,3.78,4.12
488,Student 18,Semester 2,CSE112,Computer Organisation,4,D,3.78,4.12
489,Student 18,Semester 1,CSE101,Introduction to Programming,4,D,4.5,4.5
490,Student 18,Semester 2,CSE131-1*,System Management,2,C,3.78,4.12
491,Student 19,Semester 8,BIO505*,Introduction to Computational Neuroscience,4,C,6.25,5.95
492,Student 19,Semester 2,CSE112,Computer Organisation,4,D,5.78,5.65
493,Student 19,Semester 7,ECO301,Introduction to Economic Analysis,4,C-,7.11,5.91
494,Student 19,Semester 6,PHY302,Semiconductors and Optics,4,A-,6.8,5.72
495,Student 19,Semester 5,CSE500,Secure Coding,4,D,5.2,5.49
496,Student 19,Semester 5,CSE506,Data Mining,4,B-,5.2,5.49
497,Student 19,Semester 2,CSE102,Data Structures and Algorithms,4,B,5.78,5.65
498,Student 19,Semester 8,COM333,Organisational Behavior,2,B,6.25,5.95
499,Student 19,Semester 5,CSE546,Applied Cryptography,4,D,5.2,5.49
500,Student 19,Semester 8,ENT402,Entrepreneurship: Managing a Venture,2,B,6.25,5.95
501,Student 19,Semester 7,CSE499,BTech Project,4,B-,7.11,5.91
502,Student 19,Semester 1,CSE101,Introduction to Programming,4,C,5.5,5.5
503,Student 19,Semester 8,CSE499,BTech Project,4,B-,6.25,5.95
504,Student 19,Semester 8,CSE694F,Multimedia Security,4,W,6.25,5.95
505,Student 19,Semester 5,CSE345,Foundations of Computer Security,4,B-,5.2,5.49
506,Student 19,Semester 7,ENT401,Entrepreneurship as a Career,2,C,7.11,5.91
507,Student 19,Semester 2,HSS101*,Technology and Society,4,B-,5.78,5.65
508,Student 19,Semester 6,CSE535,Mobile Computing,4,C,6.8,5.72
509,Student 19,Semester 7,PHY301,Physics,4,B-,7.11,5.91
510,Student 19,Semester 3,MTH201,Probability and Statistics ,4,C-,5.6,5.63
511,Student 19,Semester 3,CSE201,Advanced Programming,4,C,5.6,5.63
512,Student 19,Semester 6,HSS207*,Human Values and Professional Ethics,4,C,6.8,5.72
513,Student 19,Semester 4,ESC202,Digital Communication,4,D,5.4,5.57
514,Student 19,Semester 6,CSE645,Digital and Cyber Forensic,4,C,6.8,5.72
515,Student 19,Semester 1,COM101,Communication Skills,4,B,5.5,5.5
516,Student 19,Semester 1,CSE111,Digital Circuits,4,D,5.5,5.5
517,Student 19,Semester 2,CSE131-1*,System Management,2,C,5.78,5.65
518,Student 19,Semester 3,MTH101,Linear Algebra and Advanced Calculus,4,D,5.6,5.63
519,Student 19,Semester 3,COM201,Critical Reading,4,C,5.6,5.63
520,Student 19,Semester 4,CSE202,Fundamentals of Database Systems,4,C,5.4,5.57
521,Student 19,Semester 2,CSE122*,Theory of Computation,4,D,5.78,5.65
522,Student 19,Semester 6,COM301,Technical Communication,4,B-,6.8,5.72
523,Student 19,Semester 7,CSE691B,Web Intelligence and Big Data,2,A,7.11,5.91
524,Student 19,Semester 7,CSE694E,Introduction to Geospatial Data Management,2,A,7.11,5.91
525,Student 19,Semester 4,HSS201*,Research Methods,4,B-,5.4,5.57
526,Student 19,Semester 4,CSE232,Computer Networks,4,D,5.4,5.57
527,Student 19,Semester 3,CSE231,Operating Systems ,4,B-,5.6,5.63
528,Student 19,Semester 5,CSE300,Software Engineering ,4,D,5.2,5.49
529,Student 19,Semester 1,CSE121,Discrete Mathematics,4,D,5.5,5.5
530,Student 19,Semester 4,CSE222,Analysis and Design of Algorithms,4,C,5.4,5.57
531,Student 19,Semester 8,MTH202,Maths : Algebra,4,D,6.25,5.95
532,Student 20,Semester 7,ECO301,Introduction to Economic Analysis,4,B,9.6,9.03
533,Student 20,Semester 2,HSS201*,Research Methods,4,A-,8.33,8.76
534,Student 20,Semester 6,COM301,Technical Communication,4,B,8.83,8.93
535,Student 20,Semester 6,HSS207*,Human Values and Professional Ethics,4,A+,8.83,8.93
536,Student 20,Semester 1,COM101,Communication Skills,4,A,9.25,9.25
537,Student 20,Semester 6,CSE606,Data Warehousing,4,A-,8.83,8.93
538,Student 20,Semester 6,CSE499,BTech Project,4,A-,8.83,8.93
539,Student 20,Semester 6,CSE535,Mobile Computing,4,B,8.83,8.93
540,Student 20,Semester 1,CSE101,Introduction to Programming,4,A-,9.25,9.25
541,Student 20,Semester 6,CSE342*,Pattern Recognition,4,A-,8.83,8.93
542,Student 20,Semester 7,CSE399,Independent Project,4,A,9.6,9.03
543,Student 20,Semester 5,CSE300,Software Engineering ,4,A-,9.2,8.96
544,Student 20,Semester 1,CSE121,Discrete Mathematics,4,A-,9.25,9.25
545,Student 20,Semester 8,CSE441,Advanced Biometrics,4,A,10.0,9.15
546,Student 20,Semester 5,CSE340*,Image Analysis ,4,A-,9.2,8.96
547,Student 20,Semester 8,CSE499,BTech Project,4,A+,10.0,9.15
548,Student 20,Semester 8,CSE694F,Multimedia Security,4,A,10.0,9.15
549,Student 20,Semester 5,CSE546,Applied Cryptography,4,A,9.2,8.96
550,Student 20,Semester 8,CSE398A-1,Independent Study,4,A,10.0,9.15
551,Student 20,Semester 5,CSE345,Foundations of Computer Security,4,A,9.2,8.96
552,Student 20,Semester 7,CSE506,Data Mining,4,A,9.6,9.03
553,Student 20,Semester 3,CSE201,Advanced Programming,4,A-,9.2,8.93
554,Student 20,Semester 5,FIN401,Foundations of Finance ,4,B,9.2,8.96
555,Student 20,Semester 4,ESC202,Digital Communication,4,B,8.8,8.89
556,Student 20,Semester 8,CSE398A-2,Independent Study,4,A,10.0,9.15
557,Student 20,Semester 3,COM201,Critical Reading,4,A,9.2,8.93
558,Student 20,Semester 4,HSS204*,Introduction to Psychology,4,A,8.8,8.89
559,Student 20,Semester 3,CSE231,Operating Systems ,4,A,9.2,8.93
560,Student 20,Semester 4,CSE232,Computer Networks,4,A-,8.8,8.89
561,Student 20,Semester 7,CSE343,Machine Learning,4,A,9.6,9.03
562,Student 20,Semester 4,CSE202,Fundamentals of Database Systems,4,B,8.8,8.89
563,Student 20,Semester 3,MTH201,Probability and Statistics ,4,B,9.2,8.93
564,Student 20,Semester 4,CSE222,Analysis and Design of Algorithms,4,A-,8.8,8.89
565,Student 20,Semester 3,MTH101,Linear Algebra and Advanced Calculus,4,A-,9.2,8.93
566,Student 20,Semester 1,CSE111,Digital Circuits,4,A-,9.25,9.25
567,Student 20,Semester 7,CSE499,BTech Project,4,A,9.6,9.03
568,Student 20,Semester 2,CSE112,Computer Organisation,4,B,8.33,8.76
569,Student 20,Semester 2,CSE122*,Theory of Computation,4,A-,8.33,8.76
570,Student 20,Semester 2,CSE102,Data Structures and Algorithms,4,B-,8.33,8.76
571,Student 20,Semester 2,CSE131-1*,System Management,2,A-,8.33,8.76
572,Student 21,Semester 2,CSE131-1*,System Management,2,D,,
573,Student 21,Semester 1,CSE101,Introduction to Programming,4,B-,,
574,Student 21,Semester 2,HSS202*,Perspectives on Knowledge,4,B-,,
575,Student 21,Semester 1,COM101,Communication Skills,4,B,,
576,Student 21,Semester 2,CSE122*,Theory of Computation,4,D,,
577,Student 21,Semester 2,CSE102,Data Structures and Algorithms,4,C,,
578,Student 21,Semester 2,CSE112,Computer Organisation,4,F,,
579,Student 21,Semester 1,CSE121,Discrete Mathematics,4,F,,
580,Student 21,Semester 1,CSE111,Digital Circuits,4,F,,
581,Student 22,Semester 3,CSE231,Operating Systems ,4,B,8.6,8.3
582,Student 22,Semester 4,CSE232,Computer Networks,4,B-,8.4,8.32
583,Student 22,Semester 3,MTH101,Linear Algebra and Advanced Calculus,4,A,8.6,8.3
584,Student 22,Semester 7,CSE501,Designing Human-Centered Systems,4,A,9.25,8.8
585,Student 22,Semester 7,ECO301,Introduction to Economic Analysis,4,A-,9.25,8.8
586,Student 22,Semester 4,CSE222,Analysis and Design of Algorithms,4,B,8.4,8.32
587,Student 22,Semester 2,CSE112,Computer Organisation,4,B-,8.22,8.12
588,Student 22,Semester 2,HSS101*,Technology and Society,4,A,8.22,8.12
589,Student 22,Semester 3,MTH201,Probability and Statistics ,4,B,8.6,8.3
590,Student 22,Semester 4,CSE202,Fundamentals of Database Systems,4,A-,8.4,8.32
591,Student 22,Semester 7,CSE343,Machine Learning,4,B,9.25,8.8
592,Student 22,Semester 4,HSS204*,Introduction to Psychology,4,B,8.4,8.32
593,Student 22,Semester 2,CSE122*,Theory of Computation,4,B,8.22,8.12
594,Student 22,Semester 6,HSS206*,Introduction to Film Studies,4,A,9.6,8.74
595,Student 22,Semester 3,COM201,Critical Reading,4,A-,8.6,8.3
596,Student 22,Semester 8,CSE330,Distributed Systems ,4,A,9.8,8.93
597,Student 22,Semester 8,CSE399,Independent Project,4,A,9.8,8.93
598,Student 22,Semester 4,ESC202,Digital Communication,4,A,8.4,8.32
599,Student 22,Semester 3,CSE201,Advanced Programming,4,B,8.6,8.3
600,Student 22,Semester 5,FIN401,Foundations of Finance ,4,A,9.4,8.55
601,Student 22,Semester 8,CSE531,Multiagent Systems,4,A-,9.8,8.93
602,Student 22,Semester 8,COM301,Technical Communication,4,A,9.8,8.93
603,Student 22,Semester 8,ECO302,Applied Econometric Analysis,4,A,9.8,8.93
604,Student 22,Semester 5,CSE340*,Image Analysis ,4,B,9.4,8.55
605,Student 22,Semester 1,CSE121,Discrete Mathematics,4,B,8.0,8.0
606,Student 22,Semester 5,CSE300,Software Engineering ,4,A,9.4,8.55
607,Student 22,Semester 7,CSE399,Independent Project,4,A+,9.25,8.8
608,Student 22,Semester 5,CSE499,BTech Project,4,A-,9.4,8.55
609,Student 22,Semester 5,CSE506,Data Mining,4,A,9.4,8.55
610,Student 22,Semester 2,CSE102,Data Structures and Algorithms,4,B-,8.22,8.12
611,Student 22,Semester 6,CSE342*,Pattern Recognition,4,A-,9.6,8.74
612,Student 22,Semester 1,CSE101,Introduction to Programming,4,B,8.0,8.0
613,Student 22,Semester 2,CSE131-1*,System Management,2,A,8.22,8.12
614,Student 22,Semester 6,CSE499,BTech Project,4,A-,9.6,8.74
615,Student 22,Semester 6,CSE606,Data Warehousing,4,A+,9.6,8.74
616,Student 22,Semester 1,COM101,Communication Skills,4,A,8.0,8.0
617,Student 22,Semester 6,FIN402,Valuation and Portfolio Management,4,A,9.6,8.74
618,Student 22,Semester 1,CSE111,Digital Circuits,4,C,8.0,8.0
619,Student 23,Semester 5,CSE605,Introduction to Geospatial Data Management,4,A-,8.2,7.51
620,Student 23,Semester 8,ECO302,Applied Econometric Analysis,4,B-,7.75,7.71
621,Student 23,Semester 7,CSE501,Designing Human-Centered Systems,4,B,8.4,7.71
622,Student 23,Semester 1,CSE121,Discrete Mathematics,4,C-,6.75,6.75
623,Student 23,Semester 6,CSE535,Mobile Computing,4,B-,8.0,7.58
624,Student 23,Semester 3,MTH201,Probability and Statistics ,4,A-,8.0,7.22
625,Student 23,Semester 1,CSE111,Digital Circuits,4,C,6.75,6.75
626,Student 23,Semester 5,CSE300,Software Engineering ,4,A-,8.2,7.51
627,Student 23,Semester 2,HSS101*,Technology and Society,4,C-,6.78,6.76
628,Student 23,Semester 6,CSE538*,Ad-hoc Wireless Networks,4,A,8.0,7.58
629,Student 23,Semester 8,CSE694F,Multimedia Security,4,B,7.75,7.71
630,Student 23,Semester 4,CSE232,Computer Networks,4,C,7.6,7.32
631,Student 23,Semester 8,CSE330,Distributed Systems ,4,B-,7.75,7.71
632,Student 23,Semester 4,HSS201*,Research Methods,4,B-,7.6,7.32
633,Student 23,Semester 6,HSS204*,Introduction to Psychology,4,C,8.0,7.58
634,Student 23,Semester 2,CSE122*,Theory of Computation,4,B,6.78,6.76
635,Student 23,Semester 6,ENV301,The Earth System: An Environmental Science Perspective,4,A-,8.0,7.58
636,Student 23,Semester 2,CSE102,Data Structures and Algorithms,4,B,6.78,6.76
637,Student 23,Semester 3,COM201,Critical Reading,4,C,8.0,7.22
638,Student 23,Semester 5,CSE506,Data Mining,4,B-,8.2,7.51
639,Student 23,Semester 8,COM301,Technical Communication,4,A-,7.75,7.71
640,Student 23,Semester 1,COM101,Communication Skills,4,B,6.75,6.75
641,Student 23,Semester 1,CSE101,Introduction to Programming,4,B,6.75,6.75
642,Student 23,Semester 7,CSE507,Database System Implementation,4,B,8.4,7.71
643,Student 23,Semester 3,MTH101,Linear Algebra and Advanced Calculus,4,A,8.0,7.22
644,Student 23,Semester 4,ESC202,Digital Communication,4,A-,7.6,7.32
645,Student 23,Semester 3,CSE201,Advanced Programming,4,B,8.0,7.22
646,Student 23,Semester 4,CSE222,Analysis and Design of Algorithms,4,B-,7.6,7.32
647,Student 23,Semester 3,CSE231,Operating Systems ,4,B-,8.0,7.22
648,Student 23,Semester 7,PHY301,Physics,4,B-,8.4,7.71
649,Student 23,Semester 6,CSE342*,Pattern Recognition,4,W,8.0,7.58
650,Student 23,Semester 7,CSE340*,Image Analysis ,4,A,8.4,7.71
651,Student 23,Semester 5,CSE345,Foundations of Computer Security,4,B,8.2,7.51
652,Student 23,Semester 4,CSE202,Fundamentals of Database Systems,4,A-,7.6,7.32
653,Student 23,Semester 5,CSE546,Applied Cryptography,4,B,8.2,7.51
654,Student 23,Semester 7,ECO301,Introduction to Economic Analysis,4,A-,8.4,7.71
655,Student 23,Semester 2,CSE112,Computer Organisation,4,C,6.78,6.76
656,Student 23,Semester 2,CSE131-1*,System Management,2,B-,6.78,6.76
657,Student 24,Semester 1,CSE121,Discrete Mathematics,4,F,5.75,5.75
658,Student 24,Semester 6,ECO301,Introduction to Economic Analysis,4,A-,8.2,7.04
659,Student 24,Semester 6,CSE399,Independent Project,4,B,8.2,7.04
660,Student 24,Semester 1,COM101,Communication Skills,4,A-,5.75,5.75
661,Student 24,Semester 1,CSE101,Introduction to Programming,4,B,5.75,5.75
662,Student 24,Semester 3,CSE201,Advanced Programming,4,A-,6.8,6.04
663,Student 24,Semester 8,CSE440,Intelligent Systems 1,4,B-,7.56,7.36
664,Student 24,Semester 3,COM201,Critical Reading,4,B-,6.8,6.04
665,Student 24,Semester 3,CSE231,Operating Systems ,4,A-,6.8,6.04
666,Student 24,Semester 3,MTH201,Probability and Statistics ,4,D,6.8,6.04
667,Student 24,Semester 3,MTH101,Linear Algebra and Advanced Calculus,4,C-,6.8,6.04
668,Student 24,Semester 7,ECO303,Economics of Information and IT,4,B-,8.0,7.34
669,Student 24,Semester 2,CSE112,Computer Organisation,4,D,5.44,5.59
670,Student 24,Semester 2,CSE102,Data Structures and Algorithms,4,C,5.44,5.59
671,Student 24,Semester 7,CSE398A-1,Independent Study,4,A-,8.0,7.34
672,Student 24,Semester 2,CSE131-1*,System Management,2,B-,5.44,5.59
673,Student 24,Semester 2,CSE122*,Theory of Computation,4,C-,5.44,5.59
674,Student 24,Semester 2,HSS101*,Technology and Society,4,C,5.44,5.59
675,Student 24,Semester 7,CSE499,BTech Project,4,B-,8.0,7.34
676,Student 24,Semester 1,CSE111,Digital Circuits,4,D,5.75,5.75
677,Student 24,Semester 7,CSE121,Discrete Mathematics,4,B-,8.0,7.34
678,Student 24,Semester 8,COM333,Organisational Behavior,2,A,7.56,7.36
679,Student 24,Semester 4,CSE222,Analysis and Design of Algorithms,4,B-,6.4,6.14
680,Student 24,Semester 4,CSE202,Fundamentals of Database Systems,4,C,6.4,6.14
681,Student 24,Semester 7,CSE340*,Image Analysis ,4,A,8.0,7.34
682,Student 24,Semester 4,CSE232,Computer Networks,4,C,6.4,6.14
683,Student 24,Semester 8,HSS208*,Theory and Practice of Engineering Ethics,4,A-,7.56,7.36
684,Student 24,Semester 4,HSS201*,Research Methods,4,B,6.4,6.14
685,Student 24,Semester 4,ESC202,Digital Communication,4,C-,6.4,6.14
686,Student 24,Semester 5,CSE345,Foundations of Computer Security,4,A,9.2,6.79
687,Student 24,Semester 5,CSE694C,Privacy and Security in Online Social Media,2,A,9.2,6.79
688,Student 24,Semester 5,CSE605,Introduction to Geospatial Data Management,4,A-,9.2,6.79
689,Student 24,Semester 5,CSE694D,Privacy in Location Based Services ,2,A,9.2,6.79
690,Student 24,Semester 5,CSE300,Software Engineering ,4,B-,9.2,6.79
691,Student 24,Semester 5,CSE506,Data Mining,4,A,9.2,6.79
692,Student 24,Semester 6,CSE537,Embedded Systems,4,B-,8.2,7.04
693,Student 24,Semester 8,MTH202,Maths : Algebra,4,C-,7.56,7.36
694,Student 24,Semester 6,CSE499,BTech Project,4,B-,8.2,7.04
695,Student 24,Semester 8,CSE734,Advance Topics in Mobile Computing,4,B,7.56,7.36
696,Student 24,Semester 6,COM301,Technical Communication,4,A,8.2,7.04
697,Student 25,Semester 2,CSE131-1*,System Management,2,D,,
698,Student 25,Semester 2,HSS201*,Research Methods,4,D,,
699,Student 25,Semester 2,CSE102,Data Structures and Algorithms,4,F,,
700,Student 25,Semester 1,CSE111,Digital Circuits,4,F,,
701,Student 25,Semester 1,CSE101,Introduction to Programming,4,D,,
702,Student 25,Semester 1,CSE121,Discrete Mathematics,4,F,,
703,Student 25,Semester 2,CSE112,Computer Organisation,4,F,,
704,Student 25,Semester 2,CSE122*,Theory of Computation,4,F,,
705,Student 25,Semester 1,COM101,Communication Skills,4,B,,
706,Student 26,Semester 5,CSE300,Software Engineering ,4,A+,10.0,9.67
707,Student 26,Semester 2,CSE122*,Theory of Computation,4,A-,9.11,9.29
