SN.,Roll No,Batch / Term Code,Course Code,Course,Credit,Grade,SPI,CPI
822,Student 21,Semester 8,DES302,Animations and Graphics,4,B,7.6,6.63
823,Student 21,Semester 3,CSE121,Discrete Mathematics,4,C-,6.6,5.6
824,Student 21,Semester 7,CSE340*,Image Analysis ,4,B-,6.4,6.48
825,Student 21,Semester 5,ECO301,Introduction to Economic Analysis,4,C,7.8,6.4
826,Student 21,Semester 2,HSS205*,Introduction to Sociology,4,C-,5.0,5.1
827,Student 21,Semester 6,CSE501,Designing Human-Centered Systems,4,B-,7.33,6.5
828,Student 21,Semester 1,MTH100,Maths I,4,D,5.2,5.2
829,Student 21,Semester 7,CSE301,Compilers,4,D,6.4,6.48
830,Student 21,Semester 1,CSE131,System Management,4,B-,5.2,5.2
831,Student 21,Semester 1,CSE101,Introduction to Programming,4,D,5.2,5.2
832,Student 21,Semester 2,CSE102,Data Structures and Algorithms,4,D,5.0,5.1
833,Student 21,Semester 2,ECE101,Basic Electronic Circuits,4,C,5.0,5.1
834,Student 21,Semester 3,COM201A,Critical Reading,4,C,6.6,5.6
835,Student 21,Semester 2,MTH201,Probability and Statistics ,4,D,5.0,5.1
836,Student 21,Semester 8,CSE304,Practice of Programming,4,C,7.6,6.63
837,Student 21,Semester 7,HSS210*,History of Indian National Movement,4,B-,6.4,6.48
838,Student 21,Semester 5,CSE300,Software Engineering ,4,B,7.8,6.4
839,Student 21,Semester 3,ESC205,Environmental Sciences,4,B-,6.6,5.6
840,Student 21,Semester 6,CSE694F,Multimedia Security,4,B,7.33,6.5
841,Student 21,Semester 4,CSE232,Computer Networks,4,B,7.4,6.05
842,Student 21,Semester 7,FIN401,Foundations of Finance ,4,B,6.4,6.48
843,Student 21,Semester 4,CSE202,Fundamentals of Database Systems,4,B-,7.4,6.05
844,Student 21,Semester 3,CSE201,Advanced Programming,4,B-,6.6,5.6
845,Student 21,Semester 3,CSE231,Operating Systems ,4,B,6.6,5.6
846,Student 21,Semester 2,CSE112,Computer Organisation,4,C,5.0,5.1
847,Student 21,Semester 8,ECE470*,Robotics,4,W,7.6,6.63
848,Student 21,Semester 8,DES399,Independent Project,4,A-,7.6,6.63
849,Student 21,Semester 8,DES398,Independent Study,4,B,7.6,6.63
850,Student 21,Semester 6,PHY302,Semiconductors and Optics,4,B-,7.33,6.5
851,Student 22,Semester 4,HSS206*,Introduction to Film Studies,4,C,7.0,7.9
852,Student 22,Semester 6,CSE500A,Secure Coding,2,A-,8.11,7.92
853,Student 22,Semester 5,CSE300,Software Engineering ,4,A-,7.8,7.88
854,Student 22,Semester 3,CSE121,Discrete Mathematics,4,B-,7.8,8.2
855,Student 22,Semester 2,CSE102,Data Structures and Algorithms,4,A-,7.6,8.4
856,Student 22,Semester 6,CSE531,Multiagent Systems,4,B-,8.11,7.92
857,Student 22,Semester 6,CSE523,Randomised Algorithms,4,B,8.11,7.92
858,Student 22,Semester 6,ECO302,Applied Econometric Analysis,4,A-,8.11,7.92
859,Student 22,Semester 4,ESC205,Environmental Sciences,4,B-,7.0,7.9
860,Student 22,Semester 4,CSE232,Computer Networks,4,B-,7.0,7.9
861,Student 22,Semester 4,CSE202,Fundamentals of Database Systems,4,B-,7.0,7.9
862,Student 22,Semester 3,ESC202,Digital Communication,4,B,7.8,8.2
863,Student 22,Semester 5,COM301,Technical Communication,4,C,7.8,7.88
864,Student 22,Semester 7,CSE301,Compilers,4,B-,8.5,8.04
865,Student 22,Semester 6,HSS213*,Issues in Contemporary World,4,B,8.11,7.92
866,Student 22,Semester 3,CSE201,Advanced Programming,4,B,7.8,8.2
867,Student 22,Semester 3,COM201B,Critical Reading,4,B,7.8,8.2
868,Student 22,Semester 1,CSE111,Digital Circuits,4,A,9.2,9.2
869,Student 22,Semester 5,CSE535,Mobile Computing,4,B,7.8,7.88
870,Student 22,Semester 7,CSE340*,Image Analysis ,4,B,8.5,8.04
871,Student 22,Semester 3,CSE231,Operating Systems ,4,B,7.8,8.2
872,Student 22,Semester 5,ECO301,Introduction to Economic Analysis,4,A-,7.8,7.88
873,Student 22,Semester 8,ECO303,Economics of Information and IT,4,B-,7.33,7.99
874,Student 22,Semester 1,CSE101,Introduction to Programming,4,A,9.2,9.2
875,Student 22,Semester 1,MTH100,Maths I,4,A-,9.2,9.2
876,Student 22,Semester 7,HSS210*,History of Indian National Movement,4,A,8.5,8.04
877,Student 22,Semester 8,CSE999A,Distance Course in CSE,2,S,7.33,7.99
878,Student 22,Semester 2,MTH201,Probability and Statistics ,4,B,7.6,8.4
879,Student 22,Semester 8,CSE560,GPU Computing,4,A-,7.33,7.99
880,Student 22,Semester 1,CSE131,System Management,4,A-,9.2,9.2
881,Student 22,Semester 7,ECO304*,Introduction to Game Theory,4,A-,8.5,8.04
882,Student 22,Semester 4,CSE222,Analysis and Design of Algorithms,4,B,7.0,7.9
883,Student 22,Semester 8,CSE304,Practice of Programming,4,C,7.33,7.99
884,Student 22,Semester 2,ECE101,Basic Electronic Circuits,4,A-,7.6,8.4
885,Student 22,Semester 2,HSS101*,Technology and Society,4,D,7.6,8.4
886,Student 22,Semester 2,CSE112,Computer Organisation,4,B,7.6,8.4
887,Student 22,Semester 5,CSE546,Applied Cryptography,4,B-,7.8,7.88
888,Student 22,Summer Term 3,CSE399,Independent Project,4,A+,10.0,7.98
889,Student 22,Semester 1,COM101,Communication Skills,4,B,9.2,9.2
890,Student 23,Semester 4,CSE232,Computer Networks,4,B,7.0,6.47
891,Student 23,Semester 3,CSE231,Operating Systems ,4,C,4.8,6.29
892,Student 23,Semester 8,CSE530,Distributed Systems,4,B-,7.0,6.45
893,Student 23,Semester 8,HSS216*,Positive Psychology,4,B-,7.0,6.45
894,Student 23,Semester 7,HSS210*,History of Indian National Movement,4,C,6.4,6.39
895,Student 23,Semester 5,CSE201,Advanced Programming,4,B-,6.6,6.5
896,Student 23,Semester 1,CSE101,Introduction to Programming,4,B-,6.4,6.4
897,Student 23,Semester 1,MTH100,Maths I,4,D,6.4,6.4
898,Student 23,Semester 2,MTH201,Probability and Statistics ,4,C,6.8,6.6
899,Student 23,Semester 6,CSE694F,Multimedia Security,4,D,5.78,6.39
900,Student 23,Semester 6,DES302,Animations and Graphics,4,B-,5.78,6.39
901,Student 23,Semester 6,FIN401A,Introduction To Finance and Capital Markets,2,C,5.78,6.39
902,Student 23,Semester 2,HSS207*,Human Values and Professional Ethics,4,C,6.8,6.6
903,Student 23,Semester 3,CSE201,Advanced Programming,4,F,4.8,6.29
904,Student 23,Semester 7,CSE507,Database System Implementation,4,C-,6.4,6.39
905,Student 23,Semester 1,COM101,Communication Skills,4,B,6.4,6.4
906,Student 23,Semester 7,FIN401,Foundations of Finance ,4,B-,6.4,6.39
907,Student 23,Semester 8,PHY303,Opto-Electronics,4,C,7.0,6.45
908,Student 23,Semester 8,BIO506,Stochastic Simulations in System Biology and Biophysics,4,B,7.0,6.45
909,Student 23,Semester 4,CSE222,Analysis and Design of Algorithms,4,B-,7.0,6.47
910,Student 23,Semester 2,CSE102,Data Structures and Algorithms,4,B,6.8,6.6
911,Student 23,Semester 6,CSE501,Designing Human-Centered Systems,4,B,5.78,6.39
912,Student 23,Semester 8,CSE999A,Distance Course in CSE,2,S,7.0,6.45
913,Student 23,Semester 4,MTH202,Maths : Algebra,4,C-,7.0,6.47
914,Student 23,Semester 4,CSE202,Fundamentals of Database Systems,4,B,7.0,6.47
915,Student 23,Semester 6,CSE531,Multiagent Systems,4,D,5.78,6.39
916,Student 23,Semester 4,HSS204*,Introduction to Psychology,4,B-,7.0,6.47
917,Student 23,Semester 5,COM301,Technical Communication,4,B,6.6,6.5
918,Student 23,Semester 2,CSE112,Computer Organisation,4,B,6.8,6.6
919,Student 23,Semester 5,CSE300,Software Engineering ,4,C,6.6,6.5
920,Student 23,Semester 3,ESC205,Environmental Sciences,4,C,4.8,6.29
921,Student 23,Semester 7,CSE535,Mobile Computing,4,B-,6.4,6.39
922,Student 23,Semester 1,CSE131,System Management,4,B,6.4,6.4
923,Student 23,Semester 2,ECE101,Basic Electronic Circuits,4,C,6.8,6.6
924,Student 23,Semester 3,CSE121,Discrete Mathematics,4,D,4.8,6.29
925,Student 23,Semester 1,CSE111,Digital Circuits,4,C-,6.4,6.4
926,Student 23,Semester 7,CSE345,Foundations of Computer Security,4,B-,6.4,6.39
927,Student 23,Semester 3,COM201A,Critical Reading,4,C,4.8,6.29
928,Student 23,Semester 5,ECO301,Introduction to Economic Analysis,4,C-,6.6,6.5
929,Student 23,Semester 5,CSE340*,Image Analysis ,4,B-,6.6,6.5
930,Student 24,Semester 6,PHY302,Semiconductors and Optics,4,B-,7.2,7.0
931,Student 24,Semester 5,CSE539,Cellular Data Networks,4,A,8.0,6.96
932,Student 24,Semester 6,FIN401A,Introduction To Finance and Capital Markets,2,W,7.2,7.0
933,Student 24,Semester 6,CSE531,Multiagent Systems,4,C,7.2,7.0
934,Student 24,Semester 4,HSS206*,Introduction to Film Studies,4,A-,7.2,6.67
935,Student 24,Semester 8,HSS213*,Issues in Contemporary World,4,B-,6.4,6.92
936,Student 24,Semester 2,CSE112,Computer Organisation,4,B-,4.8,6.33
937,Student 24,Semester 7,CSE301,Compilers,4,D,7.0,7.0
938,Student 24,Semester 3,ESC205,Environmental Sciences,4,B-,5.8,6.46
939,Student 24,Semester 3,CSE201,Advanced Programming,4,C-,5.8,6.46
940,Student 24,Semester 3,CSE121,Discrete Mathematics,4,F,5.8,6.46
941,Student 24,Semester 5,CSE300,Software Engineering ,4,B-,8.0,6.96
942,Student 24,Semester 2,MTH201,Probability and Statistics ,4,C,4.8,6.33
943,Student 24,Semester 6,HSS101*,Technology and Society,4,A-,7.2,7.0
944,Student 24,Semester 8,BIO506,Stochastic Simulations in System Biology and Biophysics,4,B,6.4,6.92
945,Student 24,Semester 1,MTH100,Maths I,4,C,7.0,7.0
946,Student 24,Semester 8,BIO400,Foundations of Biology-II,4,C-,6.4,6.92
947,Student 24,Semester 1,CSE101,Introduction to Programming,4,C,7.0,7.0
948,Student 24,Semester 1,CSE131,System Management,4,A-,7.0,7.0
949,Student 24,Semester 7,DES303*,Non Linear Editing,4,B,7.0,7.0
950,Student 24,Semester 2,HSS101*,Technology and Society,4,F,4.8,6.33
951,Student 24,Semester 8,CSE304,Practice of Programming,4,C,6.4,6.92
952,Student 24,Semester 2,ECE101,Basic Electronic Circuits,4,D,4.8,6.33
953,Student 24,Semester 7,PHY301,Physics,4,C,7.0,7.0
954,Student 24,Semester 1,CSE111,Digital Circuits,4,C-,7.0,7.0
955,Student 24,Semester 4,CSE232,Computer Networks,4,C-,7.2,6.67
956,Student 24,Semester 2,CSE102,Data Structures and Algorithms,4,C-,4.8,6.33
957,Student 24,Semester 5,ESC501*,Robotics,4,A-,8.0,6.96
958,Student 24,Semester 5,COM301,Technical Communication,4,B,8.0,6.96
959,Student 24,Semester 4,CSE202,Fundamentals of Database Systems,4,B-,7.2,6.67
960,Student 24,Semester 4,ESC206,Computational Genomics,4,A-,7.2,6.67
961,Student 24,Semester 7,HSS210*,History of Indian National Movement,4,A-,7.0,7.0
962,Student 24,Semester 7,CSE535,Mobile Computing,4,B,7.0,7.0
963,Student 24,Semester 1,COM101,Communication Skills,4,A-,7.0,7.0
964,Student 24,Semester 3,COM201B,Critical Reading,4,A-,5.8,6.46
965,Student 24,Semester 6,CSE694F,Multimedia Security,4,B-,7.2,7.0
966,Student 24,Semester 8,PHY303,Opto-Electronics,4,C,6.4,6.92
967,Student 24,Semester 6,CSE501,Designing Human-Centered Systems,4,B-,7.2,7.0
968,Student 24,Semester 5,CSE121,Discrete Mathematics,4,C,8.0,6.96
969,Student 24,Semester 3,CSE231,Operating Systems ,4,C,5.8,6.46
970,Student 24,Semester 4,CSE222,Analysis and Design of Algorithms,4,C,7.2,6.67
971,Student 25,Semester 8,CSE561,Probabilistic Graphical Models,4,C,6.17,6.11
972,Student 25,Semester 8,HSS204*,Introduction to Psychology,4,B-,6.17,6.11
973,Student 25,Semester 1,MTH100,Maths I,4,B-,6.0,6.0
974,Student 25,Semester 6,ECO302,Applied Econometric Analysis,4,D,5.0,5.89
975,Student 25,Semester 8,PHY303,Opto-Electronics,4,C,6.17,6.11
976,Student 25,Semester 6,CSE538*,Ad-hoc Wireless Networks,4,D,5.0,5.89
977,Student 25,Semester 7,BIO303*,Introduction to Mathematical Biology,4,B,6.4,6.1
978,Student 25,Semester 3,COM201B,Critical Reading,4,B,6.4,6.46
979,Student 25,Semester 1,CSE101,Introduction to Programming,4,D,6.0,6.0
980,Student 25,Semester 1,CSE131,System Management,4,B-,6.0,6.0
981,Student 25,Semester 5,CSE300,Software Engineering ,4,C,4.8,6.09
982,Student 25,Semester 4,CSE232,Computer Networks,4,C-,5.6,6.22
983,Student 25,Semester 3,CSE121,Discrete Mathematics,4,D,6.4,6.46
984,Student 25,Semester 7,CSE535,Mobile Computing,4,W,6.4,6.1
985,Student 25,Semester 8,CSE501,Designing Human-Centered Systems,4,C,6.17,6.11
986,Student 25,Semester 5,CSE546,Applied Cryptography,4,D,4.8,6.09
987,Student 25,Summer Term 4,CSE399,Independent Project,4,B,8.0,6.16
988,Student 25,Semester 3,CSE231,Operating Systems ,4,B-,6.4,6.46
989,Student 25,Semester 6,HSS213*,Issues in Contemporary World,4,B,5.0,5.89
990,Student 25,Semester 7,CSE301,Compilers,4,F,6.4,6.1
991,Student 25,Semester 3,ESC201,Transducer And Signal Conditioning,4,B,6.4,6.46
992,Student 25,Semester 5,ECO301,Introduction to Economic Analysis,4,F,4.8,6.09
993,Student 25,Semester 7,HSS210*,History of Indian National Movement,4,B-,6.4,6.1
994,Student 25,Semester 2,CSE102,Data Structures and Algorithms,4,B,5.2,6.5
995,Student 25,Semester 6,DES130,Introduction to Engineering Design,4,D,5.0,5.89
996,Student 25,Semester 7,CSE539,Cellular Data Networks,4,B,6.4,6.1
997,Student 25,Semester 1,COM101,Communication Skills,4,B-,6.0,6.0
998,Student 25,Semester 4,ESC205,Environmental Sciences,4,B-,5.6,6.22
999,Student 25,Semester 4,HSS209*,Music Appreciation,4,B-,5.6,6.22
1000,Student 25,Semester 5,PHY301,Physics,4,C-,4.8,6.09
1001,Student 25,Semester 8,MTH502*,Number Theory,4,C-,6.17,6.11
1002,Student 25,Semester 3,CSE201,Advanced Programming,4,C-,6.4,6.46
1003,Student 25,Semester 7,FIN401,Foundations of Finance ,4,B-,6.4,6.1
1004,Student 25,Semester 2,HSS207*,Human Values and Professional Ethics,4,F,5.2,6.5
1005,Student 25,Semester 6,CSE531,Multiagent Systems,4,C-,5.0,5.89
1006,Student 25,Semester 2,ECE101,Basic Electronic Circuits,4,F,5.2,6.5
1007,Student 25,Semester 2,MTH201,Probability and Statistics ,4,C,5.2,6.5
1008,Student 25,Semester 5,COM301,Technical Communication,4,B-,4.8,6.09
1009,Student 25,Semester 2,CSE112,Computer Organisation,4,B,5.2,6.5
1010,Student 25,Semester 4,CSE222,Analysis and Design of Algorithms,4,D,5.6,6.22
1011,Student 25,Semester 1,CSE111,Digital Circuits,4,C-,6.0,6.0
1012,Student 25,Semester 8,BIO506,Stochastic Simulations in System Biology and Biophysics,4,B-,6.17,6.11
1013,Student 25,Semester 4,CSE202,Fundamentals of Database Systems,4,C-,5.6,6.22
1014,Student 26,Semester 3,ESC202,Digital Communication,4,A,9.6,9.6
1015,Student 26,Semester 3,CSE231,Operating Systems ,4,A,9.6,9.6
1016,Student 26,Semester 4,CSE232,Computer Networks,4,A-,9.2,9.5
1017,Student 26,Semester 5,COM301,Technical Communication,4,A,9.8,9.56
1018,Student 26,Semester 5,CSE399,Independent Project,4,A,9.8,9.56
1019,Student 26,Semester 5,CSE546,Applied Cryptography,4,A-,9.8,9.56
1020,Student 26,Semester 7,HSS210*,History of Indian National Movement,4,A,9.5,9.51
1021,Student 26,Semester 8,CSE499,BTech Project,4,A,9.75,9.54
1022,Student 26,Semester 6,CSE531,Multiagent Systems,4,B,9.3,9.52
1023,Student 26,Semester 6,CSE499,BTech Project,4,A-,9.3,9.52
1024,Student 26,Semester 6,CSE322,Theory of Computation,4,A,9.3,9.52
1025,Student 26,Semester 1,CSE131,System Management,4,A-,9.2,9.2
1026,Student 26,Semester 7,CSE340*,Image Analysis ,4,A-,9.5,9.51
1027,Student 26,Semester 4,HSS206*,Introduction to Film Studies,4,B-,9.2,9.5
1028,Student 26,Semester 1,COM101,Communication Skills,4,B,9.2,9.2
1029,Student 26,Semester 1,CSE111,Digital Circuits,4,A,9.2,9.2
1030,Student 26,Semester 6,FIN401A,Introduction To Finance and Capital Markets,2,A+,9.3,9.52
1031,Student 26,Semester 7,CSE499,BTech Project,4,A-,9.5,9.51
1032,Student 26,Semester 1,CSE101,Introduction to Programming,4,A-,9.2,9.2
1033,Student 26,Semester 6,CSE500A,Secure Coding,2,A-,9.3,9.52
1034,Student 26,Semester 8,CSE342*,Pattern Recognition,4,A,9.75,9.54
1035,Student 26,Semester 8,CSE602,Program Optimization,4,A+,9.75,9.54
1036,Student 26,Semester 1,MTH100,Maths I,4,A,9.2,9.2
1037,Student 26,Semester 3,CSE201,Advanced Programming,4,A+,9.6,9.6
1038,Student 26,Semester 2,CSE112,Computer Organisation,4,A,10.0,9.6
1039,Student 26,Semester 4,ESC206,Computational Genomics,4,A+,9.2,9.5
1040,Student 26,Semester 2,CSE102,Data Structures and Algorithms,4,A,10.0,9.6
1041,Student 26,Semester 3,COM201B,Critical Reading,4,A-,9.6,9.6
1042,Student 26,Semester 2,MTH201,Probability and Statistics ,4,A,10.0,9.6
1043,Student 26,Semester 2,HSS101*,Technology and Society,4,A,10.0,9.6
1044,Student 26,Semester 5,CSE300,Software Engineering ,4,A,9.8,9.56
1045,Student 26,Semester 5,CSE535,Mobile Computing,4,A,9.8,9.56
1046,Student 26,Semester 4,CSE202,Fundamentals of Database Systems,4,A,9.2,9.5
1047,Student 26,Semester 6,CSE501,Designing Human-Centered Systems,4,A,9.3,9.52
1048,Student 26,Semester 3,CSE121,Discrete Mathematics,4,A-,9.6,9.6
1049,Student 26,Semester 2,ECE101,Basic Electronic Circuits,4,A,10.0,9.6
1050,Student 26,Semester 7,CSE301,Compilers,4,A,9.5,9.51
1051,Student 26,Semester 4,CSE222,Analysis and Design of Algorithms,4,A,9.2,9.5
1052,Student 26,Semester 8,CSE560,GPU Computing,4,A-,9.75,9.54
1053,Student 27,Semester 1,CSE101,Introduction to Programming,4,F,2.0,2.0
1054,Student 27,Semester 1,CSE131,System Management,4,F,2.0,2.0
1055,Student 27,Semester 1,COM101,Communication Skills,4,F,2.0,2.0
1056,Student 27,Semester 1,MTH100,Maths I,4,F,2.0,2.0
1057,Student 27,Semester 1,CSE111,Digital Circuits,4,F,2.0,2.0
1058,Student 28,Semester 5,COM301,Technical Communication,4,A,8.6,7.84
1059,Student 28,Semester 4,CSE202,Fundamentals of Database Systems,4,B-,8.4,7.65
1060,Student 28,Semester 3,CSE121,Discrete Mathematics,4,D,7.8,7.4
1061,Student 28,Semester 3,ESC202,Digital Communication,4,A,7.8,7.4
1062,Student 28,Semester 1,COM101,Communication Skills,4,A-,6.8,6.8
1063,Student 28,Semester 7,CSE539,Cellular Data Networks,4,A,9.78,8.24
1064,Student 28,Semester 2,ECE101,Basic Electronic Circuits,4,C,7.6,7.2
1065,Student 28,Semester 8,HSS398,Independent Study,4,A,10.0,8.44
1066,Student 28,Semester 2,HSS207*,Human Values and Professional Ethics,4,B,7.6,7.2
1067,Student 28,Semester 7,CSE345,Foundations of Computer Security,4,A,9.78,8.24
1068,Student 28,Semester 6,CSE531,Multiagent Systems,4,B,8.89,8.0
1069,Student 28,Semester 4,CSE232,Computer Networks,4,A-,8.4,7.65
1070,Student 28,Semester 6,FIN401A,Introduction To Finance and Capital Markets,2,A+,8.89,8.0
1071,Student 28,Semester 6,ECO302,Applied Econometric Analysis,4,B,8.89,8.0
1072,Student 28,Semester 6,HSS212*,Critical Thinking,4,A,8.89,8.0
1073,Student 28,Semester 1,CSE101,Introduction to Programming,4,B-,6.8,6.8
1074,Student 28,Semester 1,CSE111,Digital Circuits,4,C-,6.8,6.8
1075,Student 28,Semester 4,HSS209*,Music Appreciation,4,A-,8.4,7.65
1076,Student 28,Semester 5,PHY301,Physics,4,B,8.6,7.84
1077,Student 28,Semester 6,CSE694F,Multimedia Security,4,A-,8.89,8.0
1078,Student 28,Semester 5,ECO301,Introduction to Economic Analysis,4,A-,8.6,7.84
1079,Student 28,Semester 5,CSE648,Privacy and Security in Online Social Media,4,B,8.6,7.84
1080,Student 28,Semester 7,ECO304*,Introduction to Game Theory,4,A-,9.78,8.24
1081,Student 28,Semester 7,ENT401,Entrepreneurship as a Career,2,A,9.78,8.24
1082,Student 28,Semester 7,FIN401,Foundations of Finance ,4,A,9.78,8.24
1083,Student 28,Semester 4,ESC205,Environmental Sciences,4,A+,8.4,7.65
1084,Student 28,Semester 3,COM201A,Critical Reading,4,A,7.8,7.4
1085,Student 28,Semester 8,CSE999A,Distance Course in CSE,2,S,10.0,8.44
1086,Student 28,Semester 1,MTH100,Maths I,4,D,6.8,6.8
1087,Student 28,Semester 2,CSE112,Computer Organisation,4,B,7.6,7.2
1088,Student 28,Semester 2,MTH201,Probability and Statistics ,4,A-,7.6,7.2
1089,Student 28,Semester 1,CSE131,System Management,4,A-,6.8,6.8
1090,Student 28,Semester 3,CSE231,Operating Systems ,4,B,7.8,7.4
1091,Student 28,Semester 5,CSE300,Software Engineering ,4,B,8.6,7.84
1092,Student 28,Semester 8,ENT402,Entrepreneurship: Managing a Venture,2,A+,10.0,8.44
1093,Student 28,Semester 8,CSE501,Designing Human-Centered Systems,4,A,10.0,8.44
1094,Student 28,Semester 8,HSS216*,Positive Psychology,4,A+,10.0,8.44
1095,Student 28,Semester 8,CSE530,Distributed Systems,4,A,10.0,8.44
1096,Student 28,Semester 4,CSE222,Analysis and Design of Algorithms,4,B-,8.4,7.65
1097,Student 28,Semester 2,CSE102,Data Structures and Algorithms,4,B-,7.6,7.2
1098,Student 28,Semester 3,CSE201,Advanced Programming,4,B-,7.8,7.4
1099,Student 29,Semester 5,COM301,Technical Communication,4,A,9.8,8.96
1100,Student 29,Semester 6,CSE342*,Pattern Recognition,4,A,9.25,9.0
1101,Student 29,Semester 1,COM101,Communication Skills,4,A-,7.8,7.8
1102,Student 29,Semester 4,HSS204*,Introduction to Psychology,4,A-,8.6,8.75
1103,Student 29,Semester 6,ECO302,Applied Econometric Analysis,4,A,9.25,9.0
1104,Student 29,Semester 6,CSE499,BTech Project,4,A,9.25,9.0
1105,Student 29,Semester 2,HSS101*,Technology and Society,4,A+,9.6,8.7
1106,Student 29,Semester 5,CSE340*,Image Analysis ,4,A,9.8,8.96
1107,Student 29,Semester 3,CSE201,Advanced Programming,4,B-,9.0,8.8
1108,Student 29,Semester 5,ECO301,Introduction to Economic Analysis,4,A,9.8,8.96
1109,Student 29,Semester 8,HSS216*,Positive Psychology,4,B,9.4,9.16
1110,Student 29,Semester 1,CSE131,System Management,4,A-,7.8,7.8
1111,Student 29,Semester 2,CSE102,Data Structures and Algorithms,4,B,9.6,8.7
1112,Student 29,Semester 6,CSE322,Theory of Computation,4,B-,9.25,9.0
1113,Student 29,Semester 7,CSE539,Cellular Data Networks,4,A,10.0,9.12
1114,Student 29,Semester 2,MTH201,Probability and Statistics ,4,A,9.6,8.7
1115,Student 29,Semester 2,CSE112,Computer Organisation,4,A,9.6,8.7
1116,Student 29,Semester 2,ECE101,Basic Electronic Circuits,4,A,9.6,8.7
1117,Student 29,Semester 3,CSE231,Operating Systems ,4,B,9.0,8.8
1118,Student 29,Semester 7,CSE499,BTech Project,4,A,10.0,9.12
1119,Student 29,Semester 4,CSE202,Fundamentals of Database Systems,4,B,8.6,8.75
1120,Student 29,Semester 1,CSE101,Introduction to Programming,4,B-,7.8,7.8
1121,Student 29,Semester 8,CSE694F,Multimedia Security,4,A+,9.4,9.16
1122,Student 29,Semester 8,CSE399,Independent Project,4,A-,9.4,9.16
1123,Student 29,Semester 7,HSS210*,History of Indian National Movement,4,A,10.0,9.12
1124,Student 29,Semester 8,CSE341,Biometrics,4,A,9.4,9.16
1125,Student 29,Semester 3,COM201B,Critical Reading,4,A,9.0,8.8
1126,Student 29,Semester 4,CSE232,Computer Networks,4,A,8.6,8.75
1127,Student 29,Semester 8,CSE499,BTech Project,4,A+,9.4,9.16
1128,Student 29,Semester 3,CSE121,Discrete Mathematics,4,A,9.0,8.8
1129,Student 29,Semester 4,MTH202,Maths : Algebra,4,B,8.6,8.75
1130,Student 29,Semester 7,CSE343,Machine Learning,4,A+,10.0,9.12
1131,Student 29,Semester 1,CSE111,Digital Circuits,4,B-,7.8,7.8
1132,Student 29,Semester 5,CSE300,Software Engineering ,4,A-,9.8,8.96
1133,Student 29,Semester 4,CSE222,Analysis and Design of Algorithms,4,B,8.6,8.75
1134,Student 29,Semester 3,ESC205,Environmental Sciences,4,A,9.0,8.8
1135,Student 29,Semester 5,CSE535,Mobile Computing,4,A,9.8,8.96
1136,Student 29,Semester 1,MTH100,Maths I,4,B-,7.8,7.8
1137,Student 30,Semester 1,MTH100,Maths I,4,B-,8.4,8.4
1138,Student 30,Semester 5,CSE345,Foundations of Computer Security,4,C,8.6,8.96
1139,Student 30,Semester 3,COM201B,Critical Reading,4,A-,9.4,9.0
1140,Student 30,Semester 6,CSE399,Independent Project,4,A,9.0,8.97
1141,Student 30,Semester 4,CSE232,Computer Networks,4,A,9.2,9.05
1142,Student 30,Semester 2,CSE112,Computer Organisation,4,A,7.8,8.78
1143,Student 30,Semester 3,CSE231,Operating Systems ,4,A,9.4,9.0
1144,Student 30,Semester 3,ESC205,Environmental Sciences,4,A,9.4,9.0
1145,Student 30,Semester 5,CSE535,Mobile Computing,4,A,8.6,8.96
1146,Student 30,Semester 6,CSE508,Information Retrieval,4,B,9.0,8.97
1147,Student 30,Semester 4,ESC206,Computational Genomics,4,A,9.2,9.05
1148,Student 30,Semester 6,DES130,Introduction to Engineering Design,4,B,9.0,8.97
1149,Student 30,Semester 3,CSE201,Advanced Programming,4,A,9.4,9.0
1150,Student 30,Semester 1,COM101,Communication Skills,4,B,8.4,8.4
1151,Student 30,Semester 8,CSE560,GPU Computing,4,A-,9.78,9.15
1152,Student 30,Semester 8,CSE635,Programming Cloud Services for Mobile Applications,4,A,9.78,9.15
1153,Student 30,Semester 8,HSS216*,Positive Psychology,4,A,9.78,9.15
1154,Student 30,Semester 4,CSE202,Fundamentals of Database Systems,4,A-,9.2,9.05
1155,Student 30,Semester 5,CSE340*,Image Analysis ,4,A-,8.6,8.96
1156,Student 30,Semester 2,MTH201,Probability and Statistics ,4,B-,7.8,8.78
1157,Student 30,Semester 2,ECE101,Basic Electronic Circuits,4,F,7.8,8.78
1158,Student 30,Semester 8,CSE510A,Big Data Analytics,2,A,9.78,9.15
1159,Student 30,Semester 8,CSE304,Practice of Programming,4,A,9.78,9.15
1160,Student 30,Semester 8,CSE999A,Distance Course in CSE,2,S,9.78,9.15
1161,Student 30,Semester 4,HSS206*,Introduction to Film Studies,4,B-,9.2,9.05
1162,Student 30,Semester 5,COM301,Technical Communication,4,B,8.6,8.96
1163,Student 30,Semester 5,CSE399,Independent Project,4,A,8.6,8.96
1164,Student 30,Semester 1,CSE101,Introduction to Programming,4,A,8.4,8.4
1165,Student 30,Semester 1,CSE131,System Management,4,A,8.4,8.4
1166,Student 30,Semester 4,CSE222,Analysis and Design of Algorithms,4,A,9.2,9.05
1167,Student 30,Semester 1,CSE111,Digital Circuits,4,B-,8.4,8.4
1168,Student 30,Semester 6,CSE501,Designing Human-Centered Systems,4,A,9.0,8.97
1169,Student 30,Semester 6,CSE322,Theory of Computation,4,B,9.0,8.97
