SN.,Roll No,Batch / Term Code,Course Code,Course,Credit,Grade,SPI,CPI
350,Student 10,Semester 4,CSE232,Computer Networks,4,C-,6.8,6.61
351,Student 10,Semester 1,COM101,Communication Skills,4,B,6.5,6.5
352,Student 10,Semester 7,CSE499,BTech Project,4,C,7.5,7.13
353,Student 10,Semester 2,CSE112,Computer Organisation,4,B,6.0,6.24
354,Student 11,Semester 6,CSE390,Independent Study,4,A,8.8,8.48
355,Student 11,Semester 9,CSE499,BTech Project,4,B,7.6,8.36
356,Student 11,Semester 6,COM301,Technical Communication,4,A,8.8,8.48
357,Student 11,Semester 3,COM201-1,Critical Reading,2,B-,8.78,8.81
358,Student 11,Semester 6,CSE537,Embedded Systems,4,B,8.8,8.48
359,Student 11,Semester 9,CSE999,Distance Course in CSE,4,S,7.6,8.36
360,Student 11,Semester 1,COM101,Communication Skills,4,C,9.0,9.0
361,Student 11,Semester 1,CSE111,Digital Circuits,4,A,9.0,9.0
362,Student 11,Semester 1,CSE121,Discrete Mathematics,4,A,9.0,9.0
363,Student 11,Semester 1,CSE101,Introduction to Programming,4,A,9.0,9.0
364,Student 11,Semester 2,CSE112,Computer Organisation,4,B,8.67,8.82
365,Student 11,Semester 2,CSE102,Data Structures and Algorithms,4,A,8.67,8.82
366,Student 11,Semester 2,CSE131-1*,System Management,2,A,8.67,8.82
367,Student 11,Semester 2,HSS101*,Technology and Society,4,C,8.67,8.82
368,Student 11,Semester 2,CSE122*,Theory of Computation,4,A,8.67,8.82
369,Student 11,Semester 3,CSE201,Advanced Programming,4,A,8.78,8.81
370,Student 11,Semester 3,CSE231,Operating Systems ,4,A+,8.78,8.81
371,Student 11,Semester 3,MTH201,Probability and Statistics ,4,A,8.78,8.81
372,Student 11,Semester 3,ESC201,Transducer And Signal Conditioning,4,C,8.78,8.81
373,Student 11,Semester 4,CSE222,Analysis and Design of Algorithms,4,A,8.6,8.75
374,Student 11,Semester 8,CSE524,Theory of Modern Cryptography,4,A-,8.4,8.47
375,Student 11,Semester 4,CSE232,Computer Networks,4,A,8.6,8.75
376,Student 11,Semester 4,ESC202,Digital Communication,4,B-,8.6,8.75
377,Student 11,Semester 4,CSE202,Fundamentals of Database Systems,4,B-,8.6,8.75
378,Student 11,Semester 4,HSS201*,Research Methods,4,A-,8.6,8.75
379,Student 11,Semester 5,CSE320,Advanced Algorithms ,4,A,7.2,8.41
380,Student 11,Semester 5,CSE540*,Image Analysis,4,C-,7.2,8.41
381,Student 11,Semester 5,MTH101,Linear Algebra and Advanced Calculus,4,B,7.2,8.41
382,Student 11,Semester 5,CSE535,Mobile Computing,4,B-,7.2,8.41
383,Student 11,Semester 5,CSE300,Software Engineering ,4,C,7.2,8.41
384,Student 11,Semester 6,CSE546,Applied Cryptography,4,A,8.8,8.48
385,Student 11,Semester 6,HSS204*,Introduction to Psychology,4,C,8.8,8.48
386,Student 11,Semester 8,CSE538*,Ad-hoc Wireless Networks,4,A,8.4,8.47
387,Student 11,Semester 8,CSE499,BTech Project,4,C,8.4,8.47
388,Student 11,Semester 8,DES301,Exploring Visual Design,4,B-,8.4,8.47
389,Student 11,Semester 8,CSE399,Independent Project,4,A,8.4,8.47
390,Student 11,Semester 9,CSE511,Computer Architecture,4,B,7.6,8.36
391,Student 11,Semester 9,ECE510,Digital Hardware Design,4,B,7.6,8.36
392,Student 11,Semester 9,CSE345,Foundations of Computer Security,4,C-,7.6,8.36
393,Student 11,Semester 9,ECE501,Probability and Random Processes,4,A-,7.6,8.36
394,Student 12,Semester 1,CSE101,Introduction to Programming,4,D,4.0,4.0
395,Student 12,Semester 1,COM101,Communication Skills,4,F,4.0,4.0
396,Student 12,Semester 2,CSE112,Computer Organisation,4,F,2.0,2.94
397,Student 12,Semester 1,CSE121,Discrete Mathematics,4,B,4.0,4.0
398,Student 12,Semester 2,CSE131-1*,System Management,2,F,2.0,2.94
399,Student 12,Semester 2,CSE102,Data Structures and Algorithms,4,F,2.0,2.94
400,Student 12,Semester 2,CSE122*,Theory of Computation,4,F,2.0,2.94
401,Student 12,Semester 2,HSS101*,Technology and Society,4,F,2.0,2.94
402,Student 12,Semester 1,CSE111,Digital Circuits,4,F,4.0,4.0
403,Student 13,Semester 8,CSE499,BTech Project,4,C-,7.11,6.71
404,Student 13,Semester 3,CSE231,Operating Systems ,4,B,7.89,7.35
405,Student 13,Semester 5,CSE300,Software Engineering ,4,C-,4.75,6.61
406,Student 13,Semester 8,CSE606,Data Warehousing,4,A-,7.11,6.71
407,Student 13,Semester 7,CSE647,Mobile and Cellular Network Security,4,D,6.56,6.6
408,Student 13,Semester 6,MTH101,Linear Algebra and Advanced Calculus,4,B,6.6,6.61
409,Student 13,Semester 4,HSS202*,Perspectives on Knowledge,4,B,6.2,7.03
410,Student 13,Semester 5,CSE505,Information Integration and Data Analytics,4,C-,4.75,6.61
411,Student 13,Semester 8,COM301,Technical Communication,4,B-,7.11,6.71
412,Student 13,Semester 3,COM201-1,Critical Reading,2,B-,7.89,7.35
413,Student 13,Semester 6,CSE342*,Pattern Recognition,4,C,6.6,6.61
414,Student 13,Semester 2,CSE112,Computer Organisation,4,C,6.67,7.06
415,Student 13,Semester 3,ESC201,Transducer And Signal Conditioning,4,B-,7.89,7.35
416,Student 13,Semester 2,HSS101*,Technology and Society,4,C,6.67,7.06
417,Student 13,Semester 4,ESC202,Digital Communication,4,C-,6.2,7.03
418,Student 13,Semester 1,CSE121,Discrete Mathematics,4,B,7.5,7.5
419,Student 13,Semester 1,COM101,Communication Skills,4,B,7.5,7.5
420,Student 13,Semester 6,HSS201*,Research Methods,4,C,6.6,6.61
421,Student 13,Semester 1,CSE101,Introduction to Programming,4,C,7.5,7.5
422,Student 13,Semester 3,CSE201,Advanced Programming,4,B-,7.89,7.35
423,Student 13,Semester 3,MTH201,Probability and Statistics ,4,A,7.89,7.35
424,Student 13,Semester 8,CSE607,Financial Data Analytics,2,A,7.11,6.71
425,Student 13,Semester 4,CSE202,Fundamentals of Database Systems,4,B-,6.2,7.03
426,Student 13,Semester 2,CSE131-1*,System Management,2,B,6.67,7.06
427,Student 13,Semester 6,CSE546,Applied Cryptography,4,C-,6.6,6.61
428,Student 13,Semester 6,CSE508,Information Retrieval,4,B,6.6,6.61
429,Student 13,Semester 7,ENT401,Entrepreneurship as a Career,2,B-,6.56,6.6
430,Student 13,Semester 7,CSE499,BTech Project,4,B,6.56,6.6
431,Student 13,Semester 7,CSE345,Foundations of Computer Security,4,B-,6.56,6.6
432,Student 13,Semester 4,CSE232,Computer Networks,4,C,6.2,7.03
433,Student 13,Semester 2,CSE122*,Theory of Computation,4,B,6.67,7.06
434,Student 13,Semester 4,CSE222,Analysis and Design of Algorithms,4,C-,6.2,7.03
435,Student 13,Semester 1,CSE111,Digital Circuits,4,B,7.5,7.5
436,Student 13,Semester 2,CSE102,Data Structures and Algorithms,4,C,6.67,7.06
437,Student 13,Semester 5,CSE540*,Image Analysis,4,D,4.75,6.61
438,Student 13,Semester 8,HSS207*,Human Values and Professional Ethics,4,C,7.11,6.71
439,Student 13,Semester 7,FIN401,Foundations of Finance ,4,B-,6.56,6.6
440,Student 13,Semester 5,CSE535,Mobile Computing,4,C-,4.75,6.61
441,Student 14,Semester 5,CSE330,Distributed Systems ,4,A+,8.0,6.04
442,Student 14,Semester 2,CSE112,Computer Organisation,4,F,3.11,4.47
443,Student 14,Semester 1,CSE121,Discrete Mathematics,4,C,6.0,6.0
444,Student 14,Semester 2,CSE131-1*,System Management,2,D,3.11,4.47
445,Student 14,Semester 1,CSE101,Introduction to Programming,4,D,6.0,6.0
446,Student 14,Semester 7,CSE500,Secure Coding,4,A-,8.22,6.63
447,Student 14,Semester 1,CSE111,Digital Circuits,4,B,6.0,6.0
448,Student 14,Semester 5,MTH101,Linear Algebra and Advanced Calculus,4,C-,8.0,6.04
449,Student 14,Semester 8,HSS205*,Introduction to Sociology,4,C,7.22,6.71
450,Student 14,Semester 4,ESC202,Digital Communication,4,C-,6.2,5.5
451,Student 14,Semester 8,CSE607,Financial Data Analytics,2,A-,7.22,6.71
452,Student 14,Semester 3,CSE201,Advanced Programming,4,B-,6.22,5.23
453,Student 14,Summer Term 1,CSE122*,Theory of Computation,4,D,4.0,4.71
454,Student 14,Semester 8,CSE606,Data Warehousing,4,B-,7.22,6.71
455,Student 14,Semester 6,CSE342*,Pattern Recognition,4,C,7.0,6.37
456,Student 14,Semester 4,CSE232,Computer Networks,4,C,6.2,5.5
457,Student 14,Semester 8,ENV301,The Earth System: An Environmental Science Perspective,4,B,7.22,6.71
458,Student 14,Semester 4,CSE222,Analysis and Design of Algorithms,4,C,6.2,5.5
459,Student 14,Summer Term 3,MSC481,Self Growth,1,S,,
460,Student 14,Semester 8,ECO301,Introduction to Economic Analysis,4,B-,7.22,6.71
461,Student 14,Semester 3,CSE231,Operating Systems ,4,C-,6.22,5.23
462,Student 14,Semester 4,HSS202*,Perspectives on Knowledge,4,B-,6.2,5.5
463,Student 14,Semester 5,CSE535,Mobile Computing,4,B-,8.0,6.04
464,Student 14,Semester 6,HSS204*,Introduction to Psychology,4,C,7.0,6.37
465,Student 14,Semester 2,CSE122*,Theory of Computation,4,F,3.11,4.47
466,Student 14,Semester 7,ENT401,Entrepreneurship as a Career,2,B,8.22,6.63
467,Student 14,Semester 3,MTH201,Probability and Statistics ,4,B-,6.22,5.23
468,Student 14,Semester 7,CSE345,Foundations of Computer Security,4,B-,8.22,6.63
469,Student 14,Semester 5,CSE505,Information Integration and Data Analytics,4,A-,8.0,6.04
470,Student 14,Summer Term 3,MSC492,Community Work,2,S,,
471,Student 14,Semester 1,COM101,Communication Skills,4,C,6.0,6.0
472,Student 14,Semester 4,CSE202,Fundamentals of Database Systems,4,B-,6.2,5.5
473,Student 14,Semester 7,FIN401,Foundations of Finance ,4,B,8.22,6.63
474,Student 14,Semester 2,CSE102,Data Structures and Algorithms,4,D,3.11,4.47
475,Student 14,Semester 5,CSE300,Software Engineering ,4,A-,8.0,6.04
476,Student 14,Semester 3,COM201-1,Critical Reading,2,C,6.22,5.23
477,Student 14,Semester 3,ESC201,Transducer And Signal Conditioning,4,C,6.22,5.23
478,Student 14,Semester 6,COM301,Technical Communication,4,B,7.0,6.37
479,Student 14,Semester 2,HSS101*,Technology and Society,4,D,3.11,4.47
480,Student 14,Semester 7,PHY301,Physics,4,A-,8.22,6.63
481,Student 14,Semester 6,CSE537,Embedded Systems,4,B,7.0,6.37
482,Student 14,Semester 6,CSE112,Computer Organisation,4,B-,7.0,6.37
483,Student 15,Semester 6,COM301,Technical Communication,4,B,6.6,6.63
484,Student 15,Semester 1,CSE111,Digital Circuits,4,B,7.5,7.5
485,Student 15,Semester 8,CSE607,Financial Data Analytics,2,B,7.33,6.83
486,Student 15,Semester 6,CSE508,Information Retrieval,4,B-,6.6,6.63
487,Student 15,Summer Term 1,CSE122*,Theory of Computation,4,D,4.0,6.24
488,Student 15,Semester 1,COM101,Communication Skills,4,C,7.5,7.5
489,Student 15,Semester 4,CSE232,Computer Networks,4,C-,5.8,6.17
490,Student 15,Semester 7,CSE500,Secure Coding,4,C,7.56,6.76
491,Student 15,Semester 3,CSE201,Advanced Programming,4,A-,6.44,6.31
492,Student 15,Semester 2,CSE102,Data Structures and Algorithms,4,B,4.67,6.0
493,Student 15,Semester 1,CSE101,Introduction to Programming,4,B,7.5,7.5
494,Student 15,Semester 4,ESC202,Digital Communication,4,F,5.8,6.17
495,Student 15,Semester 4,CSE202,Fundamentals of Database Systems,4,B-,5.8,6.17
496,Student 15,Semester 4,HSS201*,Research Methods,4,B,5.8,6.17
497,Student 15,Semester 3,ESC201,Transducer And Signal Conditioning,4,D,6.44,6.31
498,Student 15,Semester 2,HSS101*,Technology and Society,4,D,4.67,6.0
499,Student 15,Semester 2,CSE131-1*,System Management,2,C,4.67,6.0
500,Student 15,Semester 6,CSE390,Independent Study,4,D,6.6,6.63
501,Student 15,Semester 2,CSE112,Computer Organisation,4,D,4.67,6.0
502,Student 15,Semester 5,CSE345,Foundations of Computer Security,4,B,7.4,6.43
503,Student 15,Semester 6,CSE549,Privacy Enhancing Technologies,4,A-,6.6,6.63
504,Student 15,Semester 5,CSE535,Mobile Computing,4,C,7.4,6.43
505,Student 15,Semester 5,CSE505,Information Integration and Data Analytics,4,B,7.4,6.43
506,Student 15,Summer Term 3,MSC481,Self Growth,1,S,,
507,Student 15,Semester 7,PHY301,Physics,4,C,7.56,6.76
508,Student 15,Semester 3,MTH201,Probability and Statistics ,4,B-,6.44,6.31
509,Student 15,Semester 3,CSE231,Operating Systems ,4,B-,6.44,6.31
510,Student 15,Semester 3,COM201-1,Critical Reading,2,D,6.44,6.31
511,Student 15,Semester 6,ESC202,Digital Communication,4,C-,6.6,6.63
512,Student 15,Semester 7,CSE605,Introduction to Geospatial Data Management,4,A-,7.56,6.76
513,Student 15,Semester 4,CSE222,Analysis and Design of Algorithms,4,B-,5.8,6.17
514,Student 15,Semester 8,CSE499A,BTech Project,8,A-,7.33,6.83
515,Student 15,Semester 8,ENV301,The Earth System: An Environmental Science Perspective,4,C,7.33,6.83
516,Student 15,Semester 8,HSS206*,Introduction to Film Studies,4,C-,7.33,6.83
517,Student 15,Semester 5,CSE300,Software Engineering ,4,C-,7.4,6.43
518,Student 15,Semester 2,CSE122*,Theory of Computation,4,F,4.67,6.0
519,Student 15,Semester 7,ENT401,Entrepreneurship as a Career,2,B,7.56,6.76
520,Student 15,Semester 1,CSE121,Discrete Mathematics,4,B,7.5,7.5
521,Student 15,Semester 7,CSE499,BTech Project,4,A-,7.56,6.76
522,Student 15,Semester 5,CSE330,Distributed Systems ,4,A,7.4,6.43
523,Student 15,Summer Term 3,MSC492,Community Work,2,S,,
524,Student 16,Semester 8,CSE535,Mobile Computing,4,D,4.4,5.51
525,Student 16,Semester 1,COM101,Communication Skills,4,B,7.0,7.0
526,Student 16,Semester 7,FIN401,Foundations of Finance ,4,C-,3.8,5.58
527,Student 16,Semester 4,HSS201*,Research Methods,4,D,6.0,6.39
528,Student 16,Semester 2,CSE102,Data Structures and Algorithms,4,D,5.56,6.24
529,Student 16,Semester 2,CSE131-1*,System Management,2,C,5.56,6.24
530,Student 16,Semester 2,CSE122*,Theory of Computation,4,D,5.56,6.24
531,Student 16,Summer Term 4,ECO999,Distance Course in Economics,4,S,6.0,5.53
532,Student 16,Semester 1,CSE121,Discrete Mathematics,4,B,7.0,7.0
533,Student 16,Semester 3,CSE231,Operating Systems ,4,B-,7.11,6.54
534,Student 16,Semester 8,HSS204*,Introduction to Psychology,4,D,4.4,5.51
535,Student 16,Semester 8,CSE606,Data Warehousing,4,D,4.4,5.51
536,Student 16,Semester 2,CSE112,Computer Organisation,4,D,5.56,6.24
537,Student 16,Semester 2,HSS101*,Technology and Society,4,A,5.56,6.24
538,Student 16,Semester 5,CSE300,Software Engineering ,4,C-,5.2,6.13
539,Student 16,Semester 8,COM301,Technical Communication,4,C,4.4,5.51
540,Student 16,Summer Term 4,CSE398A-1,Independent Study,4,C,6.0,5.53
541,Student 16,Semester 8,CSE344,Computer Vision,4,D,4.4,5.51
542,Student 16,Semester 6,CSE342*,Pattern Recognition,4,B-,4.8,5.89
543,Student 16,Semester 7,CSE343,Machine Learning,4,D,3.8,5.58
544,Student 16,Semester 4,CSE202,Fundamentals of Database Systems,4,B-,6.0,6.39
545,Student 16,Semester 6,CSE508,Information Retrieval,4,B-,4.8,5.89
546,Student 16,Semester 4,CSE232,Computer Networks,4,C-,6.0,6.39
547,Student 16,Semester 6,CSE390,Independent Study,4,D,4.8,5.89
548,Student 16,Semester 3,MTH201,Probability and Statistics ,4,B,7.11,6.54
549,Student 16,Semester 3,ESC201,Transducer And Signal Conditioning,4,B,7.11,6.54
550,Student 16,Semester 6,HSS204*,Introduction to Psychology,4,F,4.8,5.89
551,Student 16,Semester 5,CSE505,Information Integration and Data Analytics,4,B-,5.2,6.13
552,Student 16,Semester 4,ESC202,Digital Communication,4,B-,6.0,6.39
553,Student 16,Semester 6,CSE645,Digital and Cyber Forensic,4,D,4.8,5.89
554,Student 16,Semester 5,CSE345,Foundations of Computer Security,4,C,5.2,6.13
555,Student 16,Semester 5,CSE540*,Image Analysis,4,C,5.2,6.13
556,Student 16,Semester 4,CSE222,Analysis and Design of Algorithms,4,B-,6.0,6.39
557,Student 16,Semester 3,COM201-1,Critical Reading,2,C,7.11,6.54
558,Student 16,Semester 1,CSE101,Introduction to Programming,4,C,7.0,7.0
559,Student 16,Semester 5,CSE320,Advanced Algorithms ,4,F,5.2,6.13
560,Student 16,Summer Term 1,CSE102,Data Structures and Algorithms,4,D,4.0,6.24
561,Student 16,Summer Term 1,CSE122*,Theory of Computation,4,D,4.0,6.24
562,Student 16,Semester 3,CSE201,Advanced Programming,4,C,7.11,6.54
563,Student 16,Semester 1,CSE111,Digital Circuits,4,C,7.0,7.0
564,Student 16,Semester 7,CSE546,Applied Cryptography,4,F,3.8,5.58
565,Student 16,Semester 7,CSE499,BTech Project,4,C,3.8,5.58
566,Student 16,Semester 7,CSE507,Database System Implementation,4,F,3.8,5.58
567,Student 17,Semester 5,CSE300,Software Engineering ,4,B,7.8,7.35
568,Student 17,Semester 2,HSS101*,Technology and Society,4,D,4.44,6.12
569,Student 17,Summer Term 3,MSC492,Community Work,2,S,,
570,Student 17,Semester 4,ESC202,Digital Communication,4,B,7.8,7.22
571,Student 17,Semester 8,FIN402,Valuation and Portfolio Management,4,B-,8.2,7.73
572,Student 17,Semester 7,ENT401,Entrepreneurship as a Career,2,B-,8.13,7.6
573,Student 17,Semester 3,COM201-1,Critical Reading,2,B,7.33,7.0
574,Student 17,Semester 5,CSE540*,Image Analysis,4,B,7.8,7.35
575,Student 17,Semester 1,COM101,Communication Skills,4,A,8.0,8.0
576,Student 17,Semester 7,CSE500,Secure Coding,4,A-,8.13,7.6
577,Student 17,Semester 5,MTH101,Linear Algebra and Advanced Calculus,4,B-,7.8,7.35
578,Student 17,Semester 6,CSE508,Information Retrieval,4,A-,8.5,7.52
579,Student 17,Semester 6,CSE546,Applied Cryptography,4,B,8.5,7.52
580,Student 17,Semester 4,CSE232,Computer Networks,4,B-,7.8,7.22
581,Student 17,Semester 2,CSE122*,Theory of Computation,4,F,4.44,6.12
582,Student 17,Semester 1,CSE101,Introduction to Programming,4,C,8.0,8.0
583,Student 17,Semester 8,CSE499,BTech Project,4,B,8.2,7.73
584,Student 17,Semester 8,CSE399,Independent Project,4,A,8.2,7.73
585,Student 17,Semester 3,CSE201,Advanced Programming,4,C,7.33,7.0
586,Student 17,Semester 6,HSS204*,Introduction to Psychology,4,B,8.5,7.52
587,Student 17,Semester 4,CSE222,Analysis and Design of Algorithms,4,B-,7.8,7.22
588,Student 17,Semester 8,ENV301,The Earth System: An Environmental Science Perspective,4,B,8.2,7.73
589,Student 17,Semester 5,CSE345,Foundations of Computer Security,4,B-,7.8,7.35
590,Student 17,Semester 8,CSE606,Data Warehousing,4,B,8.2,7.73
591,Student 17,Semester 3,MTH201,Probability and Statistics ,4,B-,7.33,7.0
592,Student 17,Semester 6,COM301,Technical Communication,4,A-,8.5,7.52
593,Student 17,Semester 2,CSE131-1*,System Management,2,B,4.44,6.12
594,Student 17,Semester 1,CSE111,Digital Circuits,4,B,8.0,8.0
595,Student 17,Semester 1,CSE121,Discrete Mathematics,4,B,8.0,8.0
596,Student 17,Summer Term 3,MSC482,Self Growth,2,S,,
597,Student 17,Semester 3,ESC201,Transducer And Signal Conditioning,4,B,7.33,7.0
598,Student 17,Semester 7,CSE694C,Privacy and Security in Online Social Media,2,B,8.13,7.6
599,Student 17,Semester 3,CSE231,Operating Systems ,4,B,7.33,7.0
600,Student 17,Semester 4,HSS201*,Research Methods,4,A-,7.8,7.22
601,Student 17,Semester 6,CSE342*,Pattern Recognition,4,W,8.5,7.52
602,Student 17,Summer Term 1,CSE122*,Theory of Computation,4,B,8.0,6.82
603,Student 17,Semester 7,CSE499,BTech Project,4,C,8.13,7.6
604,Student 17,Semester 7,FIN401,Foundations of Finance ,4,A,8.13,7.6
605,Student 17,Semester 2,CSE102,Data Structures and Algorithms,4,D,4.44,6.12
606,Student 17,Semester 2,CSE112,Computer Organisation,4,C,4.44,6.12
607,Student 17,Semester 5,CSE505,Information Integration and Data Analytics,4,A-,7.8,7.35
608,Student 17,Semester 4,CSE202,Fundamentals of Database Systems,4,B,7.8,7.22
609,Student 18,Semester 5,CSE540*,Image Analysis,4,A-,8.5,8.42
610,Student 18,Semester 4,ESC202,Digital Communication,4,B,8.2,8.39
611,Student 18,Semester 6,CSE508,Information Retrieval,4,B,8.4,8.41
612,Student 18,Semester 2,CSE112,Computer Organisation,4,B,8.22,8.35
613,Student 18,Semester 2,HSS101*,Technology and Society,4,C,8.22,8.35
614,Student 18,Semester 6,CSE546,Applied Cryptography,4,A-,8.4,8.41
615,Student 18,Semester 1,CSE101,Introduction to Programming,4,B,8.5,8.5
616,Student 18,Semester 7,CSE694C,Privacy and Security in Online Social Media,2,A,8.1,8.37
617,Student 18,Semester 5,CSE300,Software Engineering ,4,B-,8.5,8.42
618,Student 18,Semester 1,CSE111,Digital Circuits,4,B,8.5,8.5
619,Student 18,Semester 3,CSE201,Advanced Programming,4,B-,8.67,8.46
620,Student 18,Semester 5,CSE345,Foundations of Computer Security,4,A-,8.5,8.42
621,Student 18,Semester 5,MTH101,Linear Algebra and Advanced Calculus,4,A,8.5,8.42
622,Student 18,Semester 4,CSE232,Computer Networks,4,B,8.2,8.39
623,Student 18,Semester 8,CSE499,BTech Project,4,B,9.2,8.51
624,Student 18,Semester 3,MTH201,Probability and Statistics ,4,A-,8.67,8.46
625,Student 18,Semester 7,CSE343,Machine Learning,4,B,8.1,8.37
626,Student 18,Semester 3,ESC201,Transducer And Signal Conditioning,4,A-,8.67,8.46
627,Student 18,Semester 2,CSE102,Data Structures and Algorithms,4,A,8.22,8.35
628,Student 18,Semester 5,CSE505,Information Integration and Data Analytics,4,A-,8.5,8.42
629,Student 18,Summer Term 2,MSC482,Self Growth,2,S,,
630,Student 18,Semester 8,CSE398A-1,Independent Study,4,A,9.2,8.51
631,Student 18,Semester 8,HSS206*,Introduction to Film Studies,4,B,9.2,8.51
632,Student 18,Semester 1,COM101,Communication Skills,4,A,8.5,8.5
633,Student 18,Semester 7,CSE399,Independent Project,4,A-,8.1,8.37
634,Student 18,Semester 8,ENV301,The Earth System: An Environmental Science Perspective,4,A,9.2,8.51
635,Student 18,Semester 3,COM201-1,Critical Reading,2,B,8.67,8.46
636,Student 18,Semester 6,CSE645,Digital and Cyber Forensic,4,B-,8.4,8.41
637,Student 18,Semester 7,CSE691A,Application Development for Web2.0 Social Media Platforms,2,B-,8.1,8.37
638,Student 18,Semester 2,CSE122*,Theory of Computation,4,B,8.22,8.35
639,Student 18,Semester 5,CSE535,Mobile Computing,4,B-,8.5,8.42
640,Student 18,Semester 4,CSE222,Analysis and Design of Algorithms,4,B-,8.2,8.39
641,Student 18,Semester 8,CSE606,Data Warehousing,4,A,9.2,8.51
642,Student 18,Semester 6,COM301,Technical Communication,4,A-,8.4,8.41
643,Student 18,Semester 2,CSE131-1*,System Management,2,A,8.22,8.35
644,Student 18,Semester 6,CSE342*,Pattern Recognition,4,A-,8.4,8.41
645,Student 18,Semester 1,CSE121,Discrete Mathematics,4,B,8.5,8.5
646,Student 18,Semester 3,CSE231,Operating Systems ,4,A,8.67,8.46
647,Student 18,Semester 7,CSE499,BTech Project,4,B-,8.1,8.37
648,Student 18,Semester 7,FIN401,Foundations of Finance ,4,B,8.1,8.37
649,Student 18,Semester 4,CSE202,Fundamentals of Database Systems,4,A-,8.2,8.39
650,Student 18,Semester 4,HSS201*,Research Methods,4,A-,8.2,8.39
651,Student 19,Summer Term 3,MSC482,Self Growth,2,S,,
652,Student 19,Semester 3,CSE201,Advanced Programming,4,C,7.11,6.77
653,Student 19,Semester 6,CSE342*,Pattern Recognition,4,W,8.25,7.22
654,Student 19,Semester 5,CSE345,Foundations of Computer Security,4,B-,7.8,7.04
655,Student 19,Semester 3,MTH201,Probability and Statistics ,4,B,7.11,6.77
656,Student 19,Semester 3,ESC201,Transducer And Signal Conditioning,4,C,7.11,6.77
657,Student 19,Semester 7,ENT401,Entrepreneurship as a Career,2,B,8.67,7.43
658,Student 19,Semester 7,CSE605,Introduction to Geospatial Data Management,4,A-,8.67,7.43
659,Student 19,Semester 7,PHY301,Physics,4,B-,8.67,7.43
660,Student 19,Semester 6,CSE645,Digital and Cyber Forensic,4,B-,8.25,7.22
661,Student 19,Semester 3,CSE231,Operating Systems ,4,B,7.11,6.77
662,Student 19,Summer Term 1,CSE122*,Theory of Computation,4,C,6.0,6.59
663,Student 19,Semester 7,CSE499,BTech Project,4,A,8.67,7.43
664,Student 19,Semester 4,ESC202,Digital Communication,4,B-,7.0,6.83
665,Student 19,Semester 7,CSE500,Secure Coding,4,A-,8.67,7.43
666,Student 19,Semester 6,FIN402,Valuation and Portfolio Management,4,B,8.25,7.22
667,Student 19,Semester 2,HSS101*,Technology and Society,4,B,5.33,6.12
668,Student 19,Semester 2,CSE112,Computer Organisation,4,D,5.33,6.12
669,Student 19,Semester 6,CSE508,Information Retrieval,4,A-,8.25,7.22
670,Student 19,Semester 4,CSE202,Fundamentals of Database Systems,4,B,7.0,6.83
671,Student 19,Summer Term 3,MSC492,Community Work,2,S,,
672,Student 19,Semester 1,CSE121,Discrete Mathematics,4,B,7.0,7.0
673,Student 19,Semester 2,CSE131-1*,System Management,2,B,5.33,6.12
674,Student 19,Semester 6,COM301,Technical Communication,4,A-,8.25,7.22
675,Student 19,Semester 8,CSE607,Financial Data Analytics,2,A,8.44,7.54
676,Student 19,Semester 4,CSE222,Analysis and Design of Algorithms,4,C,7.0,6.83
677,Student 19,Semester 2,CSE122*,Theory of Computation,4,F,5.33,6.12
678,Student 19,Semester 8,ENV301,The Earth System: An Environmental Science Perspective,4,B,8.44,7.54
679,Student 19,Semester 5,CSE540*,Image Analysis,4,B,7.8,7.04
680,Student 19,Semester 8,HSS204*,Introduction to Psychology,4,B,8.44,7.54
681,Student 19,Semester 4,HSS202*,Perspectives on Knowledge,4,B,7.0,6.83
682,Student 19,Semester 5,CSE505,Information Integration and Data Analytics,4,A-,7.8,7.04
683,Student 19,Semester 2,CSE102,Data Structures and Algorithms,4,C,5.33,6.12
684,Student 19,Semester 8,CSE399,Independent Project,4,A-,8.44,7.54
685,Student 19,Semester 8,CSE499,BTech Project,4,B,8.44,7.54
686,Student 19,Semester 4,CSE232,Computer Networks,4,C,7.0,6.83
687,Student 19,Semester 1,CSE111,Digital Circuits,4,C,7.0,7.0
688,Student 19,Semester 5,CSE300,Software Engineering ,4,B,7.8,7.04
689,Student 19,Semester 1,CSE101,Introduction to Programming,4,C,7.0,7.0
690,Student 19,Semester 1,COM101,Communication Skills,4,B,7.0,7.0
691,Student 19,Semester 5,FIN401,Foundations of Finance ,4,B-,7.8,7.04
692,Student 19,Semester 3,COM201-1,Critical Reading,2,B,7.11,6.77
693,Student 20,Semester 8,CSE398A-1,Independent Study,4,A,9.4,7.17
694,Student 20,Semester 6,COM301,Technical Communication,4,A-,7.2,6.54
695,Student 20,Semester 3,CSE201,Advanced Programming,4,B-,6.0,5.0
696,Student 20,Semester 5,CSE540*,Image Analysis,4,A-,9.2,6.0
697,Student 20,Semester 2,CSE122*,Theory of Computation,4,F,3.11,4.47
698,Student 20,Summer Term 3,MSC492,Community Work,2,S,,
699,Student 20,Semester 4,CSE222,Analysis and Design of Algorithms,4,C,5.4,5.11
700,Student 20,Semester 5,FIN401,Foundations of Finance ,4,A-,9.2,6.0
701,Student 20,Semester 8,CSE606,Data Warehousing,4,A,9.4,7.17
